metric,mean,std,min,max
test_primary_average_precision,0.8991748486960287,0.0010510798287617447,0.8973739093816893,0.9000768486208179
test_primary_f1,0.4562259448315446,0.006359267013575863,0.4489955520797694,0.46457416453063793
test_primary_ndcg,0.987171150140286,0.0003025482464153776,0.9866776228363965,0.987470794273489
test_any_f1,0.31835536657840596,0.0048108950180175405,0.31287208637449127,0.32475207853350696
runtime_seconds,48.113735479999924,1.8205104302683754,46.301313400000254,51.1490576999995
