selected_count,selected_rate,precision,recall,f1,operating_point,threshold_value,strategy,target
20288,0.507212680317008,0.7116522082018928,0.9137974683544304,0.8001551762358678,score threshold,0.483,baseline auto mcdm,y_cri_high
20263,0.5065876646916173,0.7121847702709372,0.9133544303797468,0.800321659318415,score threshold,0.484,baseline auto mcdm,y_cri_high
20242,0.5060626515662892,0.7128248196818496,0.9132278481012658,0.8006769879584928,score threshold,0.485,baseline auto mcdm,y_cri_high
20214,0.5053626340658517,0.7133175027208866,0.9125949367088607,0.8007441550508135,score threshold,0.486,baseline auto mcdm,y_cri_high
20193,0.5048376209405235,0.7135641063734958,0.9119620253164556,0.8006556830494819,score threshold,0.487,baseline auto mcdm,y_cri_high
20169,0.5042376059401485,0.71396697902722,0.9113924050632911,0.8006894826100253,score threshold,0.488,baseline auto mcdm,y_cri_high
20160,0.5040126003150078,0.7140873015873016,0.9111392405063291,0.8006674082313682,score threshold,0.489,baseline auto mcdm,y_cri_high
20150,0.5037625940648516,0.7143920595533498,0.9110759493670886,0.8008344923504868,score threshold,0.49,baseline auto mcdm,y_cri_high
20129,0.5032375809395235,0.7147896070346267,0.9106329113924051,0.8009129115756074,score threshold,0.491,baseline auto mcdm,y_cri_high
20113,0.5028375709392735,0.7149107542385522,0.9100632911392406,0.8007685239328377,score threshold,0.492,baseline auto mcdm,y_cri_high
20087,0.5021875546888672,0.7152884950465476,0.909367088607595,0.8007356424331931,score threshold,0.493,baseline auto mcdm,y_cri_high
20056,0.5014125353133828,0.7156960510570403,0.9084810126582279,0.8006470325747435,score threshold,0.494,baseline auto mcdm,y_cri_high
20038,0.5009625240631016,0.7158399041820541,0.9078481012658228,0.8004910988336402,score threshold,0.495,baseline auto mcdm,y_cri_high
20020,0.5005125128128203,0.7160839160839161,0.9073417721518987,0.8004466778336125,score threshold,0.496,baseline auto mcdm,y_cri_high
19985,0.49963749093727344,0.7169377032774581,0.9068354430379747,0.8007824507475199,score threshold,0.497,baseline auto mcdm,y_cri_high
19938,0.49846246156153906,0.718025880228709,0.9060759493670886,0.8011640270860149,score threshold,0.498,baseline auto mcdm,y_cri_high
19903,0.49758743968599217,0.7183841631914787,0.9049367088607595,0.8009410973867742,score threshold,0.499,baseline auto mcdm,y_cri_high
19868,0.4967124178104453,0.7187940406684116,0.9038607594936708,0.8007738028484916,score threshold,0.5,baseline auto mcdm,y_cri_high
19829,0.49573739343483586,0.7196026022492309,0.9031012658227848,0.8009767324370597,score threshold,0.501,baseline auto mcdm,y_cri_high
19788,0.49471236780919525,0.7206893066504952,0.9025949367088607,0.8014499269416657,score threshold,0.502,baseline auto mcdm,y_cri_high
19764,0.4941123528088202,0.7211596842744383,0.9020886075949367,0.8015408840400405,score threshold,0.503,baseline auto mcdm,y_cri_high
19710,0.49276231905797646,0.7223236935565702,0.9010759493670886,0.8018586313714446,score threshold,0.504,baseline auto mcdm,y_cri_high
19687,0.49218730468261707,0.722710418042363,0.900506329113924,0.8018711077295911,score threshold,0.505,baseline auto mcdm,y_cri_high
19640,0.4910122753068827,0.7234215885947047,0.8992405063291139,0.8018058690744921,score threshold,0.506,baseline auto mcdm,y_cri_high
19613,0.4903372584314608,0.7241115586600724,0.8988607594936708,0.8020783328156327,score threshold,0.507,baseline auto mcdm,y_cri_high
19576,0.4894122353058826,0.7243563547200654,0.8974683544303798,0.8016734509271822,score threshold,0.508,baseline auto mcdm,y_cri_high
19551,0.488787219680492,0.7244642217789371,0.8964556962025316,0.8013351814658708,score threshold,0.509,baseline auto mcdm,y_cri_high
19509,0.48773719342983574,0.7252550105079707,0.895506329113924,0.8014387266702541,score threshold,0.51,baseline auto mcdm,y_cri_high
19471,0.48678716967924196,0.7261568486467054,0.894873417721519,0.801735136514417,score threshold,0.511,baseline auto mcdm,y_cri_high
19441,0.4860371509287732,0.7266601512267887,0.894113924050633,0.8017366136034733,score threshold,0.512,baseline auto mcdm,y_cri_high
19423,0.485587139678492,0.7270246614838078,0.8937341772151899,0.801805638361298,score threshold,0.513,baseline auto mcdm,y_cri_high
19388,0.4847121178029451,0.7277181761914586,0.8929746835443038,0.8019211094691372,score threshold,0.514,baseline auto mcdm,y_cri_high
19351,0.4837870946773669,0.728334452999845,0.8920253164556962,0.8019117521549884,score threshold,0.515,baseline auto mcdm,y_cri_high
19311,0.4827870696767419,0.7290145512920098,0.8910126582278481,0.8019139301073738,score threshold,0.516,baseline auto mcdm,y_cri_high
19287,0.4821870546763669,0.7291958313890186,0.890126582278481,0.8016644341208995,score threshold,0.517,baseline auto mcdm,y_cri_high
19245,0.48113702842571066,0.7298519095869057,0.8889873417721519,0.8015979454986446,score threshold,0.518,baseline auto mcdm,y_cri_high
19183,0.4795869896747419,0.7309075744148464,0.8874050632911392,0.8015893433953635,score threshold,0.519,baseline auto mcdm,y_cri_high
19123,0.47808695217380437,0.7325210479527271,0.8865822784810127,0.8022220313260602,score threshold,0.52,baseline auto mcdm,y_cri_high
19053,0.4763369084227106,0.734005143546948,0.8851265822784811,0.8025134134794709,score threshold,0.521,baseline auto mcdm,y_cri_high
19022,0.4755618890472262,0.7341499316580801,0.8838607594936709,0.8020791453678708,score threshold,0.522,baseline auto mcdm,y_cri_high
18983,0.4745868646716168,0.7347100036875098,0.8827215189873417,0.801943478135871,score threshold,0.523,baseline auto mcdm,y_cri_high
18890,0.47226180654516364,0.7367390153520381,0.8808227848101265,0.8023637936004612,score threshold,0.524,baseline auto mcdm,y_cri_high
18846,0.4711617790444761,0.7378754112278467,0.8801265822784811,0.802747791952895,score threshold,0.525,baseline auto mcdm,y_cri_high
18815,0.47038675966899174,0.7381876162636195,0.8790506329113924,0.8024844720496894,score threshold,0.526,baseline auto mcdm,y_cri_high
18772,0.46931173279331984,0.7389196675900277,0.8779113924050633,0.8024412819622816,score threshold,0.527,baseline auto mcdm,y_cri_high
18687,0.4671866796669917,0.7403542569700862,0.8756329113924051,0.8023313132484704,score threshold,0.528,baseline auto mcdm,y_cri_high
18619,0.46548663716592914,0.7416080348031581,0.8739240506329113,0.8023475406025742,score threshold,0.529,baseline auto mcdm,y_cri_high
18580,0.4645116127903198,0.7421420882669537,0.8727215189873417,0.8021524141942991,score threshold,0.53,baseline auto mcdm,y_cri_high
18545,0.4636365909147729,0.7428417363170666,0.8718987341772152,0.8022128402969865,score threshold,0.531,baseline auto mcdm,y_cri_high
18515,0.4628865721643041,0.7434512557385903,0.8712025316455696,0.8022730584292583,score threshold,0.532,baseline auto mcdm,y_cri_high
18459,0.4614865371634291,0.7441898261010889,0.8694303797468355,0.8019498525934791,score threshold,0.533,baseline auto mcdm,y_cri_high
18417,0.4604365109127728,0.7446381060976272,0.8679746835443038,0.8015898529970482,score threshold,0.534,baseline auto mcdm,y_cri_high
18372,0.4593114827870697,0.7453189636403222,0.8666455696202532,0.8014163642748449,score threshold,0.535,baseline auto mcdm,y_cri_high
18319,0.4579864496612415,0.7463289480866859,0.8653164556962025,0.8014302881092646,score threshold,0.536,baseline auto mcdm,y_cri_high
18288,0.45721143028575717,0.7468832020997376,0.864493670886076,0.8013963858249237,score threshold,0.537,baseline auto mcdm,y_cri_high
18248,0.45621140528513215,0.7474791758000877,0.8632911392405064,0.8012218045112782,score threshold,0.538,baseline auto mcdm,y_cri_high
18204,0.4551113777844446,0.748022412656559,0.8618354430379747,0.8009057757910834,score threshold,0.539,baseline auto mcdm,y_cri_high
18154,0.45386134653366333,0.7483199294921229,0.8598101265822785,0.8002002709548213,score threshold,0.54,baseline auto mcdm,y_cri_high
18089,0.4522363059076477,0.7494057161811045,0.8579746835443038,0.8000236064799787,score threshold,0.541,baseline auto mcdm,y_cri_high
18051,0.4512862821570539,0.7498753531660296,0.8567088607594937,0.7997400372219432,score threshold,0.542,baseline auto mcdm,y_cri_high
17997,0.44993624840621016,0.7507362338167473,0.855126582278481,0.7995384205698731,score threshold,0.543,baseline auto mcdm,y_cri_high
17958,0.4489612240306008,0.7513642944648624,0.8539873417721519,0.7993956987973221,score threshold,0.544,baseline auto mcdm,y_cri_high
17896,0.447411185279632,0.7522910147518999,0.8520886075949367,0.7990859449192782,score threshold,0.545,baseline auto mcdm,y_cri_high
17849,0.4462361559038976,0.752983360412348,0.850632911392405,0.7988350322446433,score threshold,0.546,baseline auto mcdm,y_cri_high
17812,0.44531113277831946,0.7533123736806647,0.849240506329114,0.7984053314292514,score threshold,0.547,baseline auto mcdm,y_cri_high
17771,0.4442861071526788,0.7536998480670756,0.8477215189873418,0.797950612135474,score threshold,0.548,baseline auto mcdm,y_cri_high
17723,0.4430860771519288,0.754330530948485,0.8461392405063292,0.7976016466306715,score threshold,0.549,baseline auto mcdm,y_cri_high
17693,0.44233605840146006,0.7547052506641044,0.845126582278481,0.7973606425223181,score threshold,0.55,baseline auto mcdm,y_cri_high
17637,0.440936023400585,0.7554572773147361,0.8432911392405064,0.7969614498908395,score threshold,0.551,baseline auto mcdm,y_cri_high
17602,0.44006100152503813,0.755595955005113,0.8417721518987342,0.7963594994311718,score threshold,0.552,baseline auto mcdm,y_cri_high
17529,0.43823595589889747,0.7569171087911462,0.839746835443038,0.7961835038555012,score threshold,0.553,baseline auto mcdm,y_cri_high
17493,0.43733593339833493,0.7571600068598868,0.8382911392405064,0.7956627519298352,score threshold,0.554,baseline auto mcdm,y_cri_high
17467,0.4366859171479287,0.7574282933531803,0.8373417721518988,0.795382811795473,score threshold,0.555,baseline auto mcdm,y_cri_high
17428,0.4357108927723193,0.7579756713334863,0.8360759493670886,0.795112555675936,score threshold,0.556,baseline auto mcdm,y_cri_high
17388,0.43471086777169426,0.7586266390614217,0.834873417721519,0.794925876822948,score threshold,0.557,baseline auto mcdm,y_cri_high
17348,0.43371084277106925,0.7595111828452847,0.8339240506329114,0.7949800892964884,score threshold,0.558,baseline auto mcdm,y_cri_high
17309,0.4327358183954599,0.7596048298572997,0.8321518987341772,0.7942251351596242,score threshold,0.559,baseline auto mcdm,y_cri_high
17267,0.4316857921448036,0.7601204609949614,0.8306962025316456,0.7938428040039919,score threshold,0.56,baseline auto mcdm,y_cri_high
17243,0.4310857771444286,0.7602505364495737,0.8296835443037974,0.7934509578428108,score threshold,0.561,baseline auto mcdm,y_cri_high
17193,0.4298357458936473,0.7606584074914209,0.8277215189873418,0.7927742248355711,score threshold,0.562,baseline auto mcdm,y_cri_high
17122,0.42806070151753794,0.7621189113421329,0.8258860759493671,0.7927221918473969,score threshold,0.5630000000000001,baseline auto mcdm,y_cri_high
17086,0.4271606790169754,0.7627882476881658,0.824873417721519,0.7926169190537007,score threshold,0.5640000000000001,baseline auto mcdm,y_cri_high
17052,0.42631065776644417,0.7630776448510439,0.8235443037974683,0.7921587726774626,score threshold,0.5650000000000001,baseline auto mcdm,y_cri_high
17016,0.42541063526588163,0.7636929948283968,0.8224683544303798,0.791991711360312,score threshold,0.5660000000000001,baseline auto mcdm,y_cri_high
16975,0.424385609640241,0.7644182621502209,0.8212658227848101,0.7918230358504958,score threshold,0.5670000000000001,baseline auto mcdm,y_cri_high
16934,0.42336058401460036,0.7648517774890752,0.819746835443038,0.7913484450418525,score threshold,0.5680000000000001,baseline auto mcdm,y_cri_high
16896,0.4224105602640066,0.7654474431818182,0.8185443037974683,0.7911059456814289,score threshold,0.5690000000000001,baseline auto mcdm,y_cri_high
16872,0.4218105452636316,0.7657657657657657,0.8177215189873418,0.7908912830558276,score threshold,0.5700000000000001,baseline auto mcdm,y_cri_high
16842,0.42106052651316284,0.7665360408502553,0.8170886075949367,0.7910054530972367,score threshold,0.5710000000000001,baseline auto mcdm,y_cri_high
16813,0.42033550838770967,0.7667281270445488,0.8158860759493671,0.7905436482384325,score threshold,0.5720000000000001,baseline auto mcdm,y_cri_high
16721,0.41803545088627214,0.7690927576101908,0.8139240506329114,0.7908735893730205,score threshold,0.5730000000000001,baseline auto mcdm,y_cri_high
16685,0.41713542838570966,0.7696134252322445,0.8127215189873418,0.7905802678159151,score threshold,0.5740000000000001,baseline auto mcdm,y_cri_high
16660,0.416510412760319,0.7698679471788715,0.8117721518987342,0.7902649414664202,score threshold,0.5750000000000001,baseline auto mcdm,y_cri_high
16637,0.41593539838495963,0.7702710825268979,0.8110759493670886,0.7901470542898542,score threshold,0.5760000000000001,baseline auto mcdm,y_cri_high
16624,0.4156103902597565,0.7705125120307988,0.8106962025316455,0.7900937577103381,score threshold,0.5770000000000001,baseline auto mcdm,y_cri_high
16600,0.4150103752593815,0.7708433734939759,0.809873417721519,0.7898765432098765,score threshold,0.578,baseline auto mcdm,y_cri_high
16579,0.41448536213405335,0.7709753302370469,0.8089873417721519,0.7895240742456531,score threshold,0.579,baseline auto mcdm,y_cri_high
16553,0.41383534588364707,0.7718238385791095,0.8086075949367089,0.7897876549315365,score threshold,0.58,baseline auto mcdm,y_cri_high
16536,0.41341033525838145,0.7720125786163522,0.8079746835443038,0.7895843641761504,score threshold,0.581,baseline auto mcdm,y_cri_high
16504,0.41261031525788144,0.7727823557925352,0.8072151898734177,0.7896235760277365,score threshold,0.582,baseline auto mcdm,y_cri_high
16477,0.41193529838245957,0.7731383140134733,0.8062658227848101,0.789354648821142,score threshold,0.583,baseline auto mcdm,y_cri_high
16445,0.41113527838195957,0.7739130434782608,0.8055063291139241,0.7893937044503023,score threshold,0.584,baseline auto mcdm,y_cri_high
16428,0.4107102677566939,0.7739834429023619,0.8047468354430379,0.7890654089611518,score threshold,0.585,baseline auto mcdm,y_cri_high
16413,0.4103352583814595,0.7744470846280388,0.8044936708860759,0.7891844907335548,score threshold,0.586,baseline auto mcdm,y_cri_high
16393,0.409835245881147,0.7750259256999938,0.8041139240506329,0.7893020221787345,score threshold,0.587,baseline auto mcdm,y_cri_high
16371,0.40928523213080326,0.7753955164620365,0.8034177215189874,0.789157937272699,score threshold,0.588,baseline auto mcdm,y_cri_high
16351,0.40878521963049075,0.7756712127698612,0.8027215189873418,0.7889645734191783,score threshold,0.589,baseline auto mcdm,y_cri_high
16331,0.40828520713017824,0.7758863511113833,0.8019620253164557,0.7887087236625067,score threshold,0.59,baseline auto mcdm,y_cri_high
16315,0.40788519712992827,0.7763407906834202,0.8016455696202531,0.7887902849135918,score threshold,0.591,baseline auto mcdm,y_cri_high
16301,0.4075351883797095,0.7768235077602601,0.8014556962025317,0.7889473848166724,score threshold,0.592,baseline auto mcdm,y_cri_high
16278,0.4069601740043501,0.7769996314043495,0.800506329113924,0.7885778415113162,score threshold,0.593,baseline auto mcdm,y_cri_high
16250,0.4062601565039126,0.7775384615384615,0.7996835443037975,0.7884555382215288,score threshold,0.594,baseline auto mcdm,y_cri_high
16219,0.4054851371284282,0.7780997595412787,0.7987341772151899,0.7882819575876823,score threshold,0.595,baseline auto mcdm,y_cri_high
16205,0.4051351283782095,0.7783400185128047,0.7982911392405063,0.7881893454147789,score threshold,0.596,baseline auto mcdm,y_cri_high
16194,0.4048601215030376,0.7786834630109917,0.7981012658227848,0.7882728011502157,score threshold,0.597,baseline auto mcdm,y_cri_high
16184,0.4046101152528813,0.7789792387543253,0.7979113924050633,0.7883316658329165,score threshold,0.598,baseline auto mcdm,y_cri_high
16163,0.40408510212755316,0.7792489018127823,0.7971518987341772,0.788098739167162,score threshold,0.599,baseline auto mcdm,y_cri_high
16144,0.4036100902522563,0.7795465807730426,0.7965189873417722,0.7879413974455297,score threshold,0.6,baseline auto mcdm,y_cri_high
16127,0.4031850796269907,0.7795002170273454,0.7956329113924051,0.787483947755818,score threshold,0.601,baseline auto mcdm,y_cri_high
16101,0.4025350633765844,0.7797652319731694,0.794620253164557,0.7871226607316385,score threshold,0.602,baseline auto mcdm,y_cri_high
16095,0.4023850596264907,0.7799316557937248,0.7944936708860759,0.7871453205831636,score threshold,0.603,baseline auto mcdm,y_cri_high
16024,0.40061001525038126,0.7801422865701447,0.7912025316455696,0.7856334841628959,score threshold,0.604,baseline auto mcdm,y_cri_high
16016,0.40041001025025624,0.7802822177822177,0.7909493670886076,0.7855795825999498,score threshold,0.605,baseline auto mcdm,y_cri_high
16010,0.4002600065001625,0.7804497189256715,0.7908227848101266,0.7856020119459289,score threshold,0.606,baseline auto mcdm,y_cri_high
16000,0.40001000025000627,0.7806875,0.7905696202531646,0.7855974842767296,score threshold,0.607,baseline auto mcdm,y_cri_high
15976,0.3994099852496312,0.7811091637456185,0.7898101265822784,0.7854355488418933,score threshold,0.608,baseline auto mcdm,y_cri_high
15965,0.3991349783744594,0.7812715314751018,0.7894303797468355,0.7853297654651346,score threshold,0.609,baseline auto mcdm,y_cri_high
15958,0.39895997399934996,0.7813009149016168,0.789113924050633,0.785187984129983,score threshold,0.61,baseline auto mcdm,y_cri_high
15947,0.3986849671241781,0.7817144290462156,0.7889873417721519,0.785334047311557,score threshold,0.611,baseline auto mcdm,y_cri_high
15939,0.3984849621240531,0.7817930861409123,0.7886708860759494,0.7852169255490091,score threshold,0.612,baseline auto mcdm,y_cri_high
15935,0.3983849596239906,0.7818638217759648,0.7885443037974683,0.7851898534740822,score threshold,0.613,baseline auto mcdm,y_cri_high
15930,0.3982599564989125,0.7819209039548023,0.7883544303797468,0.7851244878663726,score threshold,0.614,baseline auto mcdm,y_cri_high
15921,0.39803495087377183,0.7819860561522517,0.7879746835443038,0.7849689480155102,score threshold,0.615,baseline auto mcdm,y_cri_high
15908,0.3977099427485687,0.7821850641186824,0.7875316455696203,0.7848492494007822,score threshold,0.616,baseline auto mcdm,y_cri_high
15901,0.3975349383734593,0.7821520659078045,0.7871518987341772,0.7846440175388789,score threshold,0.617,baseline auto mcdm,y_cri_high
15895,0.3973849346233656,0.7823214847436301,0.7870253164556962,0.7846663511594889,score threshold,0.618,baseline auto mcdm,y_cri_high
15884,0.3971099277481937,0.7825484764542936,0.7867088607594936,0.7846231536422169,score threshold,0.619,baseline auto mcdm,y_cri_high
15874,0.39685992149803745,0.7826004787703162,0.7862658227848102,0.784428869103997,score threshold,0.62,baseline auto mcdm,y_cri_high
15864,0.3966099152478812,0.7827155824508321,0.7858860759493671,0.7842976250631633,score threshold,0.621,baseline auto mcdm,y_cri_high
15847,0.3961849046226156,0.7830504196377863,0.7853797468354431,0.7842133535564193,score threshold,0.622,baseline auto mcdm,y_cri_high
15841,0.3960349008725218,0.7830945016097468,0.785126582278481,0.7841092253721438,score threshold,0.623,baseline auto mcdm,y_cri_high
15834,0.39585989649741243,0.7830617658203866,0.784746835443038,0.7839033950812417,score threshold,0.624,baseline auto mcdm,y_cri_high
15821,0.3955348883722093,0.78326275203843,0.7843037974683544,0.7837829290661269,score threshold,0.625,baseline auto mcdm,y_cri_high
15804,0.39510987774694367,0.7834092634776006,0.7836075949367088,0.7835084166561195,score threshold,0.626,baseline auto mcdm,y_cri_high
15789,0.3947348683717093,0.7837101779720058,0.7831645569620254,0.7834372724682642,score threshold,0.627,baseline auto mcdm,y_cri_high
15774,0.3943598589964749,0.7840750602256878,0.7827848101265823,0.7834294039399506,score threshold,0.628,baseline auto mcdm,y_cri_high
15758,0.3939598489962249,0.7841731184160426,0.7820886075949367,0.7831294758856708,score threshold,0.629,baseline auto mcdm,y_cri_high
15743,0.3935848396209905,0.7841580384932986,0.7813291139240506,0.782741020194655,score threshold,0.63,baseline auto mcdm,y_cri_high
15725,0.3931348283707093,0.7841017488076312,0.7803797468354431,0.7822363203806503,score threshold,0.631,baseline auto mcdm,y_cri_high
15719,0.3929848246206155,0.7841465742095554,0.780126582278481,0.7821314127986294,score threshold,0.632,baseline auto mcdm,y_cri_high
15709,0.39273481837045926,0.7842001400471068,0.7796835443037975,0.7819353200672824,score threshold,0.633,baseline auto mcdm,y_cri_high
15692,0.39230980774519364,0.7841575325006372,0.7787974683544304,0.7814683094119141,score threshold,0.634,baseline auto mcdm,y_cri_high
15661,0.39153478836970923,0.7843688142519635,0.7774683544303798,0.7809033406439719,score threshold,0.635,baseline auto mcdm,y_cri_high
15629,0.39073476836920923,0.7844391835690063,0.7759493670886076,0.7801711794839161,score threshold,0.636,baseline auto mcdm,y_cri_high
15600,0.3900097502437561,0.7845512820512821,0.774620253164557,0.7795541401273886,score threshold,0.637,baseline auto mcdm,y_cri_high
15578,0.3894597364934123,0.7848889459494158,0.7738607594936708,0.7793358403977309,score threshold,0.638,baseline auto mcdm,y_cri_high
15548,0.38870971774294355,0.7849884229482892,0.7724683544303798,0.7786780655863212,score threshold,0.639,baseline auto mcdm,y_cri_high
15519,0.38798469961749044,0.7854243185772279,0.7714556962025316,0.7783773428270379,score threshold,0.64,baseline auto mcdm,y_cri_high
15474,0.3868596714917873,0.7861574253586662,0.7699367088607595,0.7779625247809682,score threshold,0.641,baseline auto mcdm,y_cri_high
15447,0.3861846546163654,0.7863662847154788,0.7687974683544304,0.77748263833328,score threshold,0.642,baseline auto mcdm,y_cri_high
15423,0.3855846396159904,0.7865525513842961,0.7677848101265823,0.7770553758447298,score threshold,0.643,baseline auto mcdm,y_cri_high
15394,0.38485962149053726,0.7869299727166429,0.7667088607594936,0.7766878245816503,score threshold,0.644,baseline auto mcdm,y_cri_high
15368,0.384209605240131,0.7869599167100468,0.7654430379746835,0.7760523613963038,score threshold,0.645,baseline auto mcdm,y_cri_high
15345,0.38363459086477164,0.7870967741935484,0.7644303797468355,0.775598009311286,score threshold,0.646,baseline auto mcdm,y_cri_high
15291,0.38228455711392784,0.7872604800209273,0.7618987341772152,0.77437200476022,score threshold,0.647,baseline auto mcdm,y_cri_high
15217,0.3804345108627716,0.7876059670105803,0.7585443037974684,0.7728020117999806,score threshold,0.648,baseline auto mcdm,y_cri_high
15174,0.3793594839870997,0.7881244233557401,0.7568987341772152,0.7721960353845161,score threshold,0.649,baseline auto mcdm,y_cri_high
15116,0.3779094477361934,0.7884360942048161,0.7543037974683544,0.7709923664122137,score threshold,0.65,baseline auto mcdm,y_cri_high
15052,0.3763094077351934,0.7890645761360616,0.7517088607594937,0.7699338778685336,score threshold,0.651,baseline auto mcdm,y_cri_high
15001,0.3750343758593965,0.7895473635090994,0.7496202531645569,0.7690659394175514,score threshold,0.652,baseline auto mcdm,y_cri_high
14943,0.3735843396084902,0.7896004818309577,0.7467721518987341,0.7675893699378721,score threshold,0.653,baseline auto mcdm,y_cri_high
14880,0.37200930023250584,0.7897849462365591,0.7437974683544304,0.7661016949152543,score threshold,0.654,baseline auto mcdm,y_cri_high
14819,0.37048426210655266,0.7901342870639044,0.7410759493670886,0.7648192298899377,score threshold,0.655,baseline auto mcdm,y_cri_high
14758,0.3689592239805995,0.7904865157880472,0.7383544303797468,0.763531644741148,score threshold,0.656,baseline auto mcdm,y_cri_high
14728,0.36820920523013073,0.7906708310700706,0.7370253164556962,0.7629061844863732,score threshold,0.657,baseline auto mcdm,y_cri_high
14661,0.36653416335408384,0.7918968692449355,0.7348101265822785,0.7622862020288237,score threshold,0.658,baseline auto mcdm,y_cri_high
14617,0.36543413585339635,0.7919545734418827,0.7326582278481013,0.7611533024295624,score threshold,0.659,baseline auto mcdm,y_cri_high
14577,0.36443411085277133,0.7923441037250463,0.7310126582278481,0.7604437567896764,score threshold,0.66,baseline auto mcdm,y_cri_high
14508,0.36270906772669315,0.7931486076647367,0.7282911392405064,0.7593374686551405,score threshold,0.661,baseline auto mcdm,y_cri_high
14447,0.36118402960074003,0.7932442721672319,0.7253164556962025,0.7577611002744074,score threshold,0.662,baseline auto mcdm,y_cri_high
14393,0.3598339958498962,0.7935107343847704,0.7228481012658228,0.7565329712184944,score threshold,0.663,baseline auto mcdm,y_cri_high
14328,0.3582089552238806,0.7947375767727527,0.7206962025316456,0.7559081253319172,score threshold,0.664,baseline auto mcdm,y_cri_high
14261,0.3565339133478337,0.7948250473318842,0.7174050632911393,0.7541332623665215,score threshold,0.665,baseline auto mcdm,y_cri_high
14220,0.3555088877221931,0.7952883263009846,0.7157594936708861,0.7534310459693537,score threshold,0.666,baseline auto mcdm,y_cri_high
14162,0.3540588514712868,0.7957915548651321,0.7132911392405064,0.7522862292236834,score threshold,0.667,baseline auto mcdm,y_cri_high
14110,0.3527588189704743,0.7959603118355776,0.7108227848101266,0.7509862922099633,score threshold,0.668,baseline auto mcdm,y_cri_high
14072,0.3518087952198805,0.7961199545196134,0.7090506329113924,0.750066952329941,score threshold,0.669,baseline auto mcdm,y_cri_high
14020,0.350508762719068,0.7969329529243937,0.7071518987341772,0.7493628437290409,score threshold,0.67,baseline auto mcdm,y_cri_high
13985,0.3496337408435211,0.7967822667143368,0.7052531645569621,0.7482289743159308,score threshold,0.671,baseline auto mcdm,y_cri_high
13940,0.34850871271781797,0.7973457675753228,0.7034810126582278,0.7474781439139206,score threshold,0.672,baseline auto mcdm,y_cri_high
13878,0.34695867396684915,0.7975212566652256,0.7005063291139241,0.7458723633668037,score threshold,0.673,baseline auto mcdm,y_cri_high
13823,0.34558363959098976,0.7976560804456341,0.6978481012658228,0.7444215643250177,score threshold,0.674,baseline auto mcdm,y_cri_high
13748,0.34370859271481785,0.7978615071283096,0.6942405063291139,0.7424529578990118,score threshold,0.675,baseline auto mcdm,y_cri_high
13701,0.34253356333908347,0.7979709510254726,0.6919620253164557,0.7411952137215687,score threshold,0.676,baseline auto mcdm,y_cri_high
13674,0.3418585464636616,0.7980839549510019,0.6906962025316455,0.7405170658885798,score threshold,0.677,baseline auto mcdm,y_cri_high
13621,0.34053351333783344,0.7977387856985537,0.6877215189873418,0.7386560619965331,score threshold,0.678,baseline auto mcdm,y_cri_high
13552,0.3388084702117553,0.7981847697756789,0.684620253164557,0.7370536931043881,score threshold,0.679,baseline auto mcdm,y_cri_high
13487,0.33718342958573966,0.7981018758804775,0.6812658227848101,0.7350701676511763,score threshold,0.68,baseline auto mcdm,y_cri_high
13430,0.335758393959849,0.7985107967237528,0.6787341772151899,0.7337666780704756,score threshold,0.681,baseline auto mcdm,y_cri_high
13369,0.33423335583389585,0.7986386416336301,0.6757594936708861,0.7320785765710172,score threshold,0.682,baseline auto mcdm,y_cri_high
13299,0.3324833120828021,0.7993082186630573,0.6727848101265823,0.7306092992886354,score threshold,0.683,baseline auto mcdm,y_cri_high
13262,0.33155828895722395,0.7994269340974212,0.6710126582278481,0.729612552474021,score threshold,0.684,baseline auto mcdm,y_cri_high
13230,0.33075826895672394,0.799848828420257,0.6697468354430379,0.7290389252497417,score threshold,0.685,baseline auto mcdm,y_cri_high
13187,0.32968324208105204,0.8003336619397892,0.6679746835443038,0.7281884982923379,score threshold,0.686,baseline auto mcdm,y_cri_high
13145,0.3286332158303958,0.800456447318372,0.6659493670886076,0.7270340300570046,score threshold,0.687,baseline auto mcdm,y_cri_high
13073,0.3268331708292707,0.8007343379484434,0.6625316455696203,0.7251065008831781,score threshold,0.6880000000000001,baseline auto mcdm,y_cri_high
12981,0.3245331133278332,0.8018642631538402,0.6587974683544304,0.723324415412946,score threshold,0.6890000000000001,baseline auto mcdm,y_cri_high
12937,0.3234330858271457,0.8019633609028368,0.6566455696202531,0.7220656296760274,score threshold,0.6900000000000001,baseline auto mcdm,y_cri_high
12894,0.3223580589514738,0.8022335970218707,0.6546835443037975,0.7209869659162195,score threshold,0.6910000000000001,baseline auto mcdm,y_cri_high
12847,0.3211830295757394,0.80267766793804,0.6526582278481012,0.7199357698886445,score threshold,0.6920000000000001,baseline auto mcdm,y_cri_high
12804,0.3201080027000675,0.8026398000624805,0.6504430379746835,0.7185708292546497,score threshold,0.6930000000000001,baseline auto mcdm,y_cri_high
12751,0.31878296957423935,0.8026821425770527,0.6477848101265823,0.7169626282792196,score threshold,0.6940000000000001,baseline auto mcdm,y_cri_high
12691,0.3172829320733018,0.802616027105823,0.6446835443037975,0.7150328173809273,score threshold,0.6950000000000001,baseline auto mcdm,y_cri_high
12638,0.31595789894747367,0.8024212691881627,0.6418354430379747,0.7132006470215908,score threshold,0.6960000000000001,baseline auto mcdm,y_cri_high
