iteration,strategy,average_precision,f1_at_20pct
23,pareto auto mcdm,0.8974140187207402,0.6268342934028508
24,raw cri probability,0.8947655834587388,0.6296139876678774
24,manual topsis equal,0.7775018468994008,0.5521581214629614
24,manual vikor equal,0.7480116704653279,0.5363628684855141
24,manual waspas equal,0.769830589073709,0.5392347326632317
24,baseline auto mcdm,0.8251070836034473,0.5690514401554185
24,pareto auto mcdm,0.8977365925087817,0.6291916547005659
25,raw cri probability,0.894536530917299,0.6288629368860408
25,manual topsis equal,0.7761936269158102,0.5515409587250727
25,manual vikor equal,0.7463252499332842,0.5340865972427168
25,manual waspas equal,0.768576631791142,0.5390615118681226
25,baseline auto mcdm,0.8250926105553614,0.5671402672962603
25,pareto auto mcdm,0.8972333649216312,0.6284413339516843
26,raw cri probability,0.8932413046674268,0.6268193448261399
26,manual topsis equal,0.7757607189928263,0.5477958139339792
26,manual vikor equal,0.7455370025387215,0.5320246633949918
26,manual waspas equal,0.7681154425090634,0.5373096766075249
26,baseline auto mcdm,0.8247383592089222,0.5645736336563064
26,pareto auto mcdm,0.8961644266915304,0.6270710121219747
27,raw cri probability,0.8940127985725985,0.6253093410511303
27,manual topsis equal,0.7792987708652318,0.5506480432867749
27,manual vikor equal,0.7511059657365856,0.5322763306908267
27,manual waspas equal,0.7718753145080267,0.5373935657061365
27,baseline auto mcdm,0.8264459484849241,0.5635669644729667
27,pareto auto mcdm,0.8968313596129001,0.6243865609664024
28,raw cri probability,0.8959667174364077,0.6304650280365952
28,manual topsis equal,0.7814066544937686,0.5525528057675281
28,manual vikor equal,0.7529594714525508,0.5384712677600236
28,manual waspas equal,0.7734704103360719,0.5431932206248156
28,baseline auto mcdm,0.8278009381512049,0.5702601290104978
28,pareto auto mcdm,0.8990279200487092,0.6299591045153675
29,raw cri probability,0.8961682489682387,0.6301300881242132
29,manual topsis equal,0.7793132238083506,0.5483843894250944
29,manual vikor equal,0.7503750728252043,0.5310952580780528
29,manual waspas equal,0.7726930374651482,0.5370541334452371
29,baseline auto mcdm,0.8271123663401506,0.5653378094838438
29,pareto auto mcdm,0.8988300055852456,0.6296265211917751
30,raw cri probability,0.8954850635100109,0.6241509433962263
30,manual topsis equal,0.7862021257722418,0.5546331236897275
30,manual vikor equal,0.7580609281356993,0.5375262054507337
30,manual waspas equal,0.7783869358692448,0.540293501048218
30,baseline auto mcdm,0.8312178922968199,0.569392033542977
30,pareto auto mcdm,0.8982662365439776,0.6249895178197066
31,raw cri probability,0.8961355507292794,0.6249321814615416
31,manual topsis equal,0.7848861638078763,0.5489754183882142
31,manual vikor equal,0.7549976829390294,0.5326155001878051
31,manual waspas equal,0.7768172486072289,0.5386252660573432
31,baseline auto mcdm,0.8297446007508253,0.5644171779141104
31,pareto auto mcdm,0.8988660515228435,0.6248487124911314
32,raw cri probability,0.8967366526637843,0.6280367557588218
32,manual topsis equal,0.7859177996314772,0.5526790584483701
32,manual vikor equal,0.7588728484158994,0.537490034825662
32,manual waspas equal,0.7777622336744808,0.5411823941593589
32,baseline auto mcdm,0.8320663750278667,0.5671967440104058
32,pareto auto mcdm,0.8994738733415646,0.6269458314102295
33,raw cri probability,0.8973565692564112,0.627758664093312
33,manual topsis equal,0.7829071550266713,0.5502223714021985
33,manual vikor equal,0.7536275850457426,0.535285726273391
33,manual waspas equal,0.7749866491600783,0.5408240328941847
33,baseline auto mcdm,0.8294615003105424,0.567928169841403
33,pareto auto mcdm,0.900205279041688,0.627758664093312
34,raw cri probability,0.8922362099414878,0.6221718507324855
34,manual topsis equal,0.7779050690420075,0.5478739033706922
34,manual vikor equal,0.7484380510709109,0.5310834067917558
34,manual waspas equal,0.7708784205872101,0.5377156529404357
34,baseline auto mcdm,0.8245606191380677,0.5639088276035764
34,pareto auto mcdm,0.8949594768375648,0.6223397556982748
35,raw cri probability,0.895237734346689,0.6276105007129079
35,manual topsis equal,0.7789717502680769,0.5513712991696721
35,manual vikor equal,0.7500461419459125,0.533590539293802
35,manual waspas equal,0.7713179952591781,0.5406357460370712
35,baseline auto mcdm,0.8267065326505596,0.5648746120942716
35,pareto auto mcdm,0.8978748531626375,0.626687914115575
36,raw cri probability,0.8968420476383641,0.6274592055035866
36,manual topsis equal,0.7865117386374649,0.5514493057594697
36,manual vikor equal,0.7561569870959938,0.535341247535551
36,manual waspas equal,0.7788782259301571,0.5402911195939427
36,baseline auto mcdm,0.83299967408733,0.5695708712613784
36,pareto auto mcdm,0.899640820305061,0.6277947900499181
37,raw cri probability,0.8989008381197081,0.6263672038072974
37,manual topsis equal,0.7903972711069044,0.5525590715538115
37,manual vikor equal,0.7621649669981246,0.5346079986641062
37,manual waspas equal,0.782035181252663,0.5403690406612675
37,baseline auto mcdm,0.8357024943479863,0.5702596643566836
37,pareto auto mcdm,0.9019959977021946,0.6265341905318528
38,raw cri probability,0.8967463731661472,0.6282418322667566
38,manual topsis equal,0.784454979102275,0.5543112158976087
38,manual vikor equal,0.7572649444724633,0.5370495116200741
38,manual waspas equal,0.7773706702267436,0.5437015830245874
38,baseline auto mcdm,0.8305274114279093,0.5712361064331425
38,pareto auto mcdm,0.8994294440141453,0.6292522734927585
39,raw cri probability,0.8939348048829552,0.6295669824086604
39,manual topsis equal,0.776677136309101,0.5511671177266577
39,manual vikor equal,0.7467322764476039,0.5335757780784846
39,manual waspas equal,0.7691657040511619,0.5364512855209743
39,baseline auto mcdm,0.82451865432267,0.5672361299052774
39,pareto auto mcdm,0.8965375753433688,0.6298207036535859
40,raw cri probability,0.8947170650608235,0.6217937971500419
40,manual topsis equal,0.7852944630978554,0.5546521374685667
40,manual vikor equal,0.7587011637608018,0.5371332774518022
40,manual waspas equal,0.7767660802001447,0.5389773679798827
40,baseline auto mcdm,0.8302073138494114,0.5693210393964795
40,pareto auto mcdm,0.897442408506151,0.6226320201173512
41,raw cri probability,0.890398134182216,0.6275040148761728
41,manual topsis equal,0.7719183816614285,0.5474600625475445
41,manual vikor equal,0.740941777002818,0.5281886569182657
41,manual waspas equal,0.7643584163601306,0.5339362691234891
41,baseline auto mcdm,0.8205513238376948,0.5615755219339024
41,pareto auto mcdm,0.8932466301901147,0.6272504437494717
42,raw cri probability,0.8940927528944664,0.6291206475002108
42,manual topsis equal,0.7754835193583487,0.5484360509231936
42,manual vikor equal,0.7471623085597074,0.5321642357305454
42,manual waspas equal,0.7680565822191678,0.5347778433521626
42,baseline auto mcdm,0.8235752160184204,0.5645392462692859
42,pareto auto mcdm,0.8968569556638885,0.6297108169631566
43,raw cri probability,0.8933520700567983,0.6262005054759898
43,manual topsis equal,0.7766709957298567,0.5491996630160068
43,manual vikor equal,0.7474934002594676,0.5301600673967987
43,manual waspas equal,0.7678780129001583,0.5358045492839091
43,baseline auto mcdm,0.8257474017287161,0.5666385846672284
43,pareto auto mcdm,0.8962316779743729,0.6262005054759898
44,raw cri probability,0.894897672018179,0.6246480944577503
44,manual topsis equal,0.7839839564290827,0.5511155930921467
44,manual vikor equal,0.7534922901520902,0.5358208328081012
44,manual waspas equal,0.7764371971298745,0.540442875751082
44,baseline auto mcdm,0.8305866515135673,0.5687633934198917
44,pareto auto mcdm,0.8977865744866149,0.6259926887684357
45,raw cri probability,0.8944837264620056,0.6287738235790183
45,manual topsis equal,0.7753448373623514,0.5487434643278799
45,manual vikor equal,0.7466193084173389,0.5316242199359082
45,manual waspas equal,0.7675784077893784,0.533563838758644
45,baseline auto mcdm,0.8241775137976413,0.5630797773654916
45,pareto auto mcdm,0.8970601644043698,0.6286051610726936
46,raw cri probability,0.8919898852821166,0.6301335136048674
46,manual topsis equal,0.7653021828952723,0.54588473888795
46,manual vikor equal,0.735515016978375,0.5288997802940679
46,manual waspas equal,0.7577558471940986,0.5335474057799561
46,baseline auto mcdm,0.8187120193946392,0.5621091769477775
46,pareto auto mcdm,0.8947426273943133,0.6300490113233057
47,raw cri probability,0.8970746597874729,0.6267308094540891
47,manual topsis equal,0.7833634013716004,0.549090148504497
47,manual vikor equal,0.7547225514090556,0.5324409119431082
47,manual waspas equal,0.775815321455551,0.5382974273164609
47,baseline auto mcdm,0.8302533191490458,0.5652373980338841
47,pareto auto mcdm,0.8996912689739507,0.6263961514327545
48,raw cri probability,0.8948899897641016,0.6246326924691461
48,manual topsis equal,0.7814632316414942,0.5499958021996474
48,manual vikor equal,0.7542955400404712,0.5356393249937033
48,manual waspas equal,0.7740963420291878,0.5398371253463186
48,baseline auto mcdm,0.8271251689401965,0.5627571152715977
48,pareto auto mcdm,0.8977069002871045,0.6248006044832508
49,raw cri probability,0.8927068583544638,0.6274476776013812
49,manual topsis equal,0.7671044649714119,0.5428054069987789
49,manual vikor equal,0.7360815298983953,0.5266349433612667
49,manual waspas equal,0.7598820362399035,0.5323619825662188
49,baseline auto mcdm,0.8187202704788423,0.5604918516023076
49,pareto auto mcdm,0.8953033376483659,0.6277845622604961
50,raw cri probability,0.8945008545674514,0.6282995832105418
50,manual topsis equal,0.7838009869357468,0.5535300804108955
50,manual vikor equal,0.7557608794508632,0.5398896981433924
50,manual waspas equal,0.7757500509470562,0.5441838925609397
50,baseline auto mcdm,0.8282285799274774,0.5700332589567634
50,pareto auto mcdm,0.8973311076585626,0.6288889824443229
51,raw cri probability,0.8947402516200467,0.6297435033483553
51,manual topsis equal,0.7769564873610609,0.5483721517921072
51,manual vikor equal,0.7474725869802151,0.5316935517836836
51,manual waspas equal,0.7692061157063361,0.5383481447163375
51,baseline auto mcdm,0.8244141508126174,0.5652192225076865
51,pareto auto mcdm,0.8974814871554969,0.6302489154698228
52,raw cri probability,0.8963120284479713,0.6224596252556024
52,manual topsis equal,0.783797585721957,0.5506823018820682
52,manual vikor equal,0.7561911421758718,0.5344906731210616
52,manual waspas equal,0.7762133098759965,0.5399157033760381
52,baseline auto mcdm,0.8309045239046265,0.5671243166548429
52,pareto auto mcdm,0.8991399531829589,0.6230438592830614
53,raw cri probability,0.8958688856379371,0.625623402204434
53,manual topsis equal,0.7807387060717103,0.5499350404425631
53,manual vikor equal,0.7522557632621705,0.5315787267926741
53,manual waspas equal,0.7723098286135859,0.5370269477389884
53,baseline auto mcdm,0.8272794834830149,0.5646871463895059
53,pareto auto mcdm,0.898929124767233,0.6259586773395919
54,raw cri probability,0.8962144772969265,0.6306679050916153
54,manual topsis equal,0.7797904867898006,0.5516338765515495
54,manual vikor equal,0.7505138843235701,0.5347462636156379
54,manual waspas equal,0.7713149546614313,0.5384615384615384
54,baseline auto mcdm,0.8284091148615639,0.5670860423879085
54,pareto auto mcdm,0.8989452379182571,0.6293168960567423
55,raw cri probability,0.8978980062484017,0.6274132082583023
55,manual topsis equal,0.7822747523795311,0.547510364755643
55,manual vikor equal,0.7517129691872253,0.5315968005360359
55,manual waspas equal,0.7747159284809094,0.5379622262238787
55,baseline auto mcdm,0.8302358647423115,0.5644289961891202
55,pareto auto mcdm,0.9007818370714546,0.6275807194606139
56,raw cri probability,0.8960191394782195,0.6286436394271272
56,manual topsis equal,0.7787767187627387,0.5485256950294861
56,manual vikor equal,0.7499719167582696,0.5350463352990733
56,manual waspas equal,0.7714256769252439,0.5404380791912384
56,baseline auto mcdm,0.827894135854186,0.5674810446503791
56,pareto auto mcdm,0.8986137968910587,0.6291491154170176
57,raw cri probability,0.8954214305865058,0.6285593756591437
57,manual topsis equal,0.7816656342648167,0.556338325247838
57,manual vikor equal,0.7534393407500733,0.5362581733811432
57,manual waspas equal,0.7740740996884216,0.5408141742248471
57,baseline auto mcdm,0.8280565005160526,0.5718624762708289
57,pareto auto mcdm,0.898202755949715,0.6275469310272094
58,raw cri probability,0.8942011061111947,0.627878686186501
58,manual topsis equal,0.7758083735344328,0.5480934602961532
58,manual vikor equal,0.7466879925610822,0.531398129116154
58,manual waspas equal,0.7679599489383647,0.5360124166282143
58,baseline auto mcdm,0.8247540413130088,0.5626913880615797
58,pareto auto mcdm,0.8968152421324259,0.6277108939133353
59,raw cri probability,0.8936160712010558,0.6254041570438799
59,manual topsis equal,0.776630475262228,0.5446147386101197
59,manual vikor equal,0.7470167633019144,0.5288263699349149
59,manual waspas equal,0.7688576852772188,0.5350409405836657
59,baseline auto mcdm,0.8255198594050045,0.5614948561830779
59,pareto auto mcdm,0.8964405730553631,0.6245643501994542
60,raw cri probability,0.894174361019104,0.6288224362223348
60,manual topsis equal,0.7763368503406893,0.5511910795742524
60,manual vikor equal,0.7485102708370466,0.5327758067241088
60,manual waspas equal,0.7685656911532328,0.5376752829869911
60,baseline auto mcdm,0.823600531709463,0.5659739820915696
60,pareto auto mcdm,0.8968979646704448,0.6287379624936644
61,raw cri probability,0.9003561453656646,0.6267632162739107
61,manual topsis equal,0.7918677595644239,0.5555230002929974
61,manual vikor equal,0.7649332754316863,0.5409568456741032
61,manual waspas equal,0.7847410938265992,0.5455610899501906
61,baseline auto mcdm,0.8383992133288654,0.5709262902348164
61,pareto auto mcdm,0.9030573179332164,0.6261772215478633
62,raw cri probability,0.8950856642140397,0.6257076955336549
62,manual topsis equal,0.7805462767292293,0.5518976724680227
62,manual vikor equal,0.7528923888195147,0.5330257915705598
62,manual waspas equal,0.7732088354737165,0.5378905430907948
62,baseline auto mcdm,0.8273740834590853,0.5659886768714615
62,pareto auto mcdm,0.8978022609541405,0.6241979450618578
63,raw cri probability,0.8963420948046479,0.62225
63,manual topsis equal,0.7805886734271137,0.5439166666666667
63,manual vikor equal,0.7528876350293231,0.5263333333333333
63,manual waspas equal,0.7726977037819148,0.5316666666666666
63,baseline auto mcdm,0.8266970430183467,0.5601666666666667
63,pareto auto mcdm,0.8991198268324939,0.6224999999999999
64,raw cri probability,0.8977983645884519,0.627470728943724
64,manual topsis equal,0.7774913401179757,0.5470645012379873
64,manual vikor equal,0.7487351695909281,0.5295228503084477
64,manual waspas equal,0.768894379292557,0.5364052205296067
64,baseline auto mcdm,0.8270289412681657,0.564606152167527
64,pareto auto mcdm,0.9005399038615005,0.6271350035670822
65,raw cri probability,0.8968217539635819,0.628237961291406
65,manual topsis equal,0.7856996786557572,0.5536756370964356
65,manual vikor equal,0.7564117248865456,0.537638020068013
65,manual waspas equal,0.7770058901005953,0.541836349133045
65,baseline auto mcdm,0.8310845137427282,0.5708887862630673
65,pareto auto mcdm,0.8996811282345792,0.627314328897099
66,raw cri probability,0.8937375342892359,0.6273388554850103
66,manual topsis equal,0.7755507653685335,0.5482067022663247
66,manual vikor equal,0.7471727216656329,0.5288651557835429
66,manual waspas equal,0.7672675115764327,0.5325652777193793
66,baseline auto mcdm,0.8230376995672596,0.56376403313291
66,pareto auto mcdm,0.8963310836661199,0.6260774502796115
67,raw cri probability,0.8945581250875543,0.6313163347287412
67,manual topsis equal,0.7788040870023889,0.551820372954459
67,manual vikor equal,0.7504336426684185,0.5358366104275022
67,manual waspas equal,0.7708411058685181,0.5391348471394138
67,baseline auto mcdm,0.8268222229768948,0.5668738635883124
67,pareto auto mcdm,0.8971948590890959,0.6300477821472367
68,raw cri probability,0.8940750395186805,0.6246379853095487
68,manual topsis equal,0.7817423091432291,0.5496747114375656
68,manual vikor equal,0.7531660334197958,0.533305351521511
68,manual waspas equal,0.7736089217747348,0.5370828961175236
68,baseline auto mcdm,0.8291984368190513,0.5670514165792234
68,pareto auto mcdm,0.8970325900688756,0.6246379853095487
69,raw cri probability,0.8914984418701479,0.6224038421030458
69,manual topsis equal,0.7811299793140329,0.5523023128449256
69,manual vikor equal,0.7533578927018711,0.5358722669250537
69,manual waspas equal,0.772976582000934,0.5421915153557737
69,baseline auto mcdm,0.8268957947839393,0.5701647217424274
69,pareto auto mcdm,0.8944278761581151,0.6231621519147322
70,raw cri probability,0.891263297478839,0.6219312602291326
70,manual topsis equal,0.7783895554834943,0.5510092744135298
70,manual vikor equal,0.749685265526816,0.5346426623022368
70,manual waspas equal,0.7708178387097411,0.5390070921985816
70,baseline auto mcdm,0.8253032193238067,0.5658651223299341
70,pareto auto mcdm,0.8942194172615181,0.6217633975408117
71,raw cri probability,0.8947469138463027,0.6305530945449943
71,manual topsis equal,0.7729727350829517,0.5482006497067882
71,manual vikor equal,0.742696490578376,0.5304813736657806
71,manual waspas equal,0.7654047818673393,0.5357971564780829
71,baseline auto mcdm,0.8224531914007349,0.5649073956883095
71,pareto auto mcdm,0.8971698622687542,0.6293718094755938
72,raw cri probability,0.8914934821316347,0.6286923402454507
72,manual topsis equal,0.7723431572702087,0.5494710114261533
72,manual vikor equal,0.7428786215225845,0.5324587388912398
72,manual waspas equal,0.764739443512186,0.5351671603893355
72,baseline auto mcdm,0.8207649131062331,0.56622936944562
72,pareto auto mcdm,0.8942467779207707,0.6280998730427423
73,raw cri probability,0.8953634161808215,0.6296656380775246
73,manual topsis equal,0.7765332133121403,0.552817347930845
73,manual vikor equal,0.7486230724238885,0.5367544490002959
73,manual waspas equal,0.7686373322982513,0.5412351523861859
73,baseline auto mcdm,0.82456131492985,0.5709092446210424
73,pareto auto mcdm,0.8980096455717327,0.6300038043707994
74,raw cri probability,0.8912880157742218,0.6267498735031203
74,manual topsis equal,0.7720274118672157,0.5446955641760836
74,manual vikor equal,0.7419617615133771,0.5283353010625738
74,manual waspas equal,0.7648735505197665,0.5330578512396693
74,baseline auto mcdm,0.8210733888873316,0.5618991398212178
74,pareto auto mcdm,0.8941826932087124,0.6254005734525215
75,raw cri probability,0.8953141967616315,0.6252983293556086
75,manual topsis equal,0.7809270769175336,0.5478373738642549
75,manual vikor equal,0.7527204560623216,0.5308378344429092
75,manual waspas equal,0.7733886353532787,0.5350249131181175
75,baseline auto mcdm,0.8265992236661106,0.563999497550559
75,pareto auto mcdm,0.898418478157041,0.6256332956496253
76,raw cri probability,0.897120329634983,0.6263142462195785
76,manual topsis equal,0.7825535964141218,0.5520881330373225
76,manual vikor equal,0.7542451476161245,0.5342437062790599
76,manual waspas equal,0.7739961321942236,0.5399405185774724
76,baseline auto mcdm,0.8294400122837772,0.5672517069492733
76,pareto auto mcdm,0.8997926568352108,0.6263980228710259
77,raw cri probability,0.8959354144075626,0.6287538325843169
77,manual topsis equal,0.7814060353153176,0.5523121508673191
77,manual vikor equal,0.7518879773255293,0.5352597757150658
77,manual waspas equal,0.7733434384090148,0.5403838884455457
77,baseline auto mcdm,0.8292710642687993,0.5682725019950438
77,pareto auto mcdm,0.8988703462928822,0.6281658196480323
78,raw cri probability,0.8952918603561176,0.6287526427061311
78,manual topsis equal,0.7813486927633626,0.5580549682875265
78,manual vikor equal,0.7536480431733564,0.5426638477801268
78,manual waspas equal,0.7736000965752413,0.548752642706131
78,baseline auto mcdm,0.8279567408960599,0.5714164904862579
78,pareto auto mcdm,0.8980676682746822,0.6279915433403805
79,raw cri probability,0.8921448703063325,0.6281655603940304
79,manual topsis equal,0.773497267690326,0.5510506066883694
79,manual vikor equal,0.7440144368646724,0.5327865387054497
79,manual waspas equal,0.76462772217622,0.5378598909229273
79,baseline auto mcdm,0.8235487648240899,0.5681308924872109
79,pareto auto mcdm,0.8952642202587053,0.6282501162643216
80,raw cri probability,0.8954397299611789,0.6267567227419558
80,manual topsis equal,0.7839357713614121,0.5534253471493896
80,manual vikor equal,0.7551517121066517,0.5369803247052901
80,manual waspas equal,0.7750250946233443,0.5426857406552839
80,baseline auto mcdm,0.8304573989999755,0.5692830473633427
80,pareto auto mcdm,0.8982404739795207,0.626840625917691
81,raw cri probability,0.8957227700299792,0.627464110827439
81,manual topsis equal,0.7769626193713578,0.5471895534256895
81,manual vikor equal,0.745008489288897,0.5267651613443268
81,manual waspas equal,0.7692581082555188,0.5336290963880634
81,baseline auto mcdm,0.8251616211664462,0.5627589670614824
81,pareto auto mcdm,0.8984335624455769,0.6253714477043486
82,raw cri probability,0.8940159912100729,0.6272898763361978
