algorithm,solution_index,method,normalization,top_k_rate,selected_criteria_count,decision_signature,objective_ap_loss,objective_ndcg_loss,objective_f1_loss,objective_any_f1_loss,objective_review_burden,objective_complexity,primary_average_precision,primary_precision,primary_recall,primary_f1,primary_ndcg,any_precision,any_recall,any_f1,any_ndcg,review_burden,complexity,criterion_selected_p_cri_high,weight_p_cri_high,criterion_selected_p_proc_high,weight_p_proc_high,criterion_selected_p_buyer_concentration_high,weight_p_buyer_concentration_high,criterion_selected_p_single_bid,weight_p_single_bid,criterion_selected_p_no_call_for_tender,weight_p_no_call_for_tender,criterion_selected_risk_consensus_mean,weight_risk_consensus_mean,criterion_selected_risk_consensus_max,weight_risk_consensus_max,criterion_selected_uncertainty_mean,weight_uncertainty_mean,criterion_selected_uncertainty_max,weight_uncertainty_max
NSGA-II,15,topsis,minmax,0.19891267395050466,3,"{""criteria"": [0, 4, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1989, ""weights"": [0.9546, 0.0358, 0.0096]}",0.08871001727886307,0.048969197242133444,0.3678895994614608,0.5274645030425964,0.19891267395050466,0.3333333333333333,0.9112899827211369,0.9440348525469169,0.47512228031708553,0.6321104005385392,0.9510308027578666,0.9758713136729222,0.3117439246333369,0.47253549695740366,0.9791365332559389,0.19891267395050466,0.3333333333333333,True,0.9546081202935203,False,0.0,False,0.0,False,0.0,True,0.03581274232570963,False,0.0,False,0.0,True,0.009579137380770077,False,0.0
NSGA-II,16,topsis,vector,0.16881434188202674,6,"{""criteria"": [0, 1, 3, 4, 7, 8], ""method"": ""topsis"", ""normalization"": ""vector"", ""top_k_rate"": 0.1688, ""weights"": [0.3943, 0.0083, 0.0302, 0.4347, 0.075, 0.0575]}",0.17466172947756986,0.09407725361406949,0.4649019144410306,0.5844702711807309,0.16881434188202674,0.6666666666666666,0.8253382705224301,0.8938018160284248,0.38185191431944676,0.5350980855589694,0.9059227463859305,0.9739439399921043,0.2641044856011134,0.4155297288192691,0.9775149569421724,0.16881434188202674,0.6666666666666666,True,0.3943098628574558,True,0.008264518406444491,False,0.0,True,0.030184337976819287,True,0.4347141791877785,False,0.0,False,0.0,True,0.07503789938813654,True,0.057489202183365444
NSGA-II,17,topsis,minmax,0.18222604438698908,4,"{""criteria"": [3, 4, 6, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1822, ""weights"": [0.0046, 0.6684, 0.3245, 0.0025]}",0.2901622770093213,0.26398299498200584,0.551656470045019,0.5546169772256728,0.18222604438698908,0.4444444444444444,0.7098377229906787,0.7103145574250183,0.327542587282847,0.44834352995498095,0.7360170050179942,0.9835405998536942,0.28787067765763835,0.4453830227743271,0.9858207119430836,0.18222604438698908,0.4444444444444444,False,0.0,False,0.0,False,0.0,True,0.004586622873399739,True,0.6684147567868535,False,0.0,True,0.32447391902634326,True,0.0025247013134035512,False,0.0
NSGA-II,18,topsis,vector,0.14451319602396198,3,"{""criteria"": [1, 4, 7], ""method"": ""topsis"", ""normalization"": ""vector"", ""top_k_rate"": 0.1445, ""weights"": [0.0028, 0.9845, 0.0127]}",0.39087961611684974,0.2932178319978176,0.6206002223045572,0.6253366930228517,0.14451319602396198,0.3333333333333333,0.6091203838831503,0.7084870848708487,0.25906560971496034,0.3793997776954427,0.7067821680021824,0.9944649446494465,0.23081040573814368,0.3746633069771483,0.9953438833604922,0.14451319602396198,0.3333333333333333,False,0.0,True,0.0028275041466461945,False,0.0,False,0.0,True,0.9844887003870021,False,0.0,False,0.0,True,0.012683795466351934,False,0.0
NSGA-II,19,topsis,minmax,0.15932449199904686,5,"{""criteria"": [0, 3, 5, 7, 8], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1593, ""weights"": [0.3525, 0.0279, 0.5504, 0.001, 0.0683]}",0.12235820090431215,0.0755949630290309,0.474456064430821,0.6068536356661837,0.15932449199904686,0.5555555555555556,0.8776417990956878,0.9146443514644351,0.36869623882610897,0.525543935569179,0.9244050369709691,0.9648535564853556,0.24686864361417407,0.39314636433381633,0.9696975551915314,0.15932449199904686,0.5555555555555556,True,0.3524555660207932,False,0.0,False,0.0,True,0.027866581533685292,False,0.0,True,0.5504179989869427,False,0.0,True,0.0009521840555081908,True,0.06830766940307072
NSGA-II,20,topsis,minmax,0.18747382276930144,3,"{""criteria"": [0, 3, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1875, ""weights"": [0.9874, 0.0026, 0.01]}",0.0885859831735083,0.043963820739195025,0.38908591694314154,0.5472722784497654,0.18747382276930144,0.3333333333333333,0.9114140168264917,0.94950213371266,0.45032889188733344,0.6109140830568585,0.956036179260805,0.9783072546230441,0.2945080826463976,0.4527277215502345,0.9813161964324213,0.18747382276930144,0.3333333333333333,True,0.9873538054735127,False,0.0,False,0.0,True,0.0026184943472204666,False,0.0,False,0.0,False,0.0,True,0.010027700179266763,False,0.0
NSGA-II,21,vikor,minmax,0.12353313528362717,3,"{""criteria"": [4, 6, 7], ""method"": ""vikor"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1235, ""weights"": [0.6447, 0.3528, 0.0025]}",0.3518677112502703,0.2520705908139165,0.6412233359033668,0.6689297838127568,0.12353313528362717,0.3333333333333333,0.6481322887497297,0.7533729087965462,0.2354528588294822,0.3587766640966332,0.7479294091860835,1.0,0.19837276522856226,0.3310702161872432,1.0,0.12353313528362717,0.3333333333333333,False,0.0,False,0.0,False,0.0,False,0.0,True,0.6446983560883047,False,0.0,True,0.3527877028330282,True,0.0025139410786669983,False,0.0
NSGA-II,22,vikor,minmax,0.1178174260546866,3,"{""criteria"": [0, 4, 7], ""method"": ""vikor"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1178, ""weights"": [0.5349, 0.4597, 0.0054]}",0.1557054026296132,0.040017846701718374,0.5619072365856828,0.6829597623548473,0.1178174260546866,0.3333333333333333,0.8442945973703868,0.9536199095022625,0.28436498566368695,0.4380927634143173,0.9599821532982816,0.9960407239819005,0.18852371266459694,0.3170402376451526,0.9966859496913019,0.1178174260546866,0.3333333333333333,True,0.534930086819201,False,0.0,False,0.0,False,0.0,True,0.45970208874916435,False,0.0,False,0.0,True,0.005367824431634653,False,0.0
NSGA-II,23,topsis,minmax,0.04854303318293198,3,"{""criteria"": [4, 7, 8], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.0485, ""weights"": [0.913, 0.0033, 0.0837]}",0.3924606898799109,0.22557012939203713,0.8311805346951037,0.8552135054617677,0.04854303318293198,0.3333333333333333,0.6075393101200891,0.7709190672153635,0.09478832855456232,0.16881946530489636,0.7744298706079629,1.0,0.07804303607750776,0.14478649453823236,1.0,0.04854303318293198,0.3333333333333333,False,0.0,False,0.0,False,0.0,False,0.0,True,0.9129774881393034,False,0.0,False,0.0,True,0.003276955910194099,True,0.08374555595050256
NSGA-II,24,topsis,minmax,0.1924234529821696,3,"{""criteria"": [3, 4, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1924, ""weights"": [0.0229, 0.9523, 0.0248]}",0.3588853637768128,0.2821378610274655,0.5376588021778583,0.5412168792934249,0.1924234529821696,0.3333333333333333,0.6411146362231872,0.7059231035677174,0.3437341878900321,0.4623411978221416,0.7178621389725345,0.9715968133010046,0.30028904828176856,0.45878312070657506,0.9754566652417266,0.1924234529821696,0.3333333333333333,False,0.0,False,0.0,False,0.0,True,0.022883440322762516,True,0.9522738341351208,False,0.0,False,0.0,True,0.024842725542116688,False,0.0
NSGA-II,25,topsis,minmax,0.1952902935357021,4,"{""criteria"": [0, 3, 4, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1953, ""weights"": [0.3913, 0.0511, 0.5549, 0.0028]}",0.19350446644060226,0.15382863785767165,0.45388870075629306,0.5371200391166164,0.1952902935357021,0.4444444444444444,0.8064955335593977,0.8255972696245734,0.4079946027997976,0.5461112992437069,0.8461713621423284,0.9692832764505119,0.3040359704528423,0.46287996088338357,0.9732929274810316,0.1952902935357021,0.4444444444444444,True,0.3912946464070658,False,0.0,False,0.0,True,0.05105878142688244,True,0.554878518005473,False,0.0,False,0.0,True,0.002768054160578603,False,0.0
NSGA-II,26,topsis,minmax,0.02905449701056767,5,"{""criteria"": [0, 4, 6, 7, 8], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.0291, ""weights"": [0.144, 0.4961, 0.219, 0.0304, 0.1105]}",0.2640537283144394,0.04982350744875341,0.8711704634721131,0.9108110872455764,0.02905449701056767,0.5555555555555556,0.7359462716855606,0.9403669724770642,0.06915162759318604,0.12882953652788687,0.9501764925512466,1.0,0.046675944759661706,0.08918891275442366,1.0,0.02905449701056767,0.5555555555555556,True,0.1439563873348316,False,0.0,False,0.0,False,0.0,True,0.49611558059323263,False,0.0,True,0.21903658254840724,True,0.030416569919469737,True,0.11047487960405876
NSGA-II,27,vikor,minmax,0.11189887023786217,3,"{""criteria"": [3, 4, 7], ""method"": ""vikor"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1119, ""weights"": [0.21, 0.6233, 0.1667]}",0.3313817770777854,0.17666129399352548,0.6403785488958991,0.7021778584392014,0.11189887023786217,0.3333333333333333,0.6686182229222146,0.8147706968433591,0.23073030865238658,0.359621451104101,0.8233387060064745,0.97736748064324,0.17567712236377261,0.29782214156079856,0.9804065179991641,0.11189887023786217,0.3333333333333333,False,0.0,False,0.0,False,0.0,True,0.2099755189060508,True,0.6233040657353793,False,0.0,False,0.0,True,0.16672041535856977,False,0.0
