algorithm,solution_index,method,normalization,top_k_rate,selected_criteria_count,decision_signature,objective_ap_loss,objective_ndcg_loss,objective_f1_loss,objective_any_f1_loss,objective_review_burden,objective_complexity,primary_average_precision,primary_precision,primary_recall,primary_f1,primary_ndcg,any_precision,any_recall,any_f1,any_ndcg,review_burden,complexity,criterion_selected_p_cri_high,weight_p_cri_high,criterion_selected_p_proc_high,weight_p_proc_high,criterion_selected_p_buyer_concentration_high,weight_p_buyer_concentration_high,criterion_selected_p_single_bid,weight_p_single_bid,criterion_selected_p_no_call_for_tender,weight_p_no_call_for_tender,criterion_selected_risk_consensus_mean,weight_risk_consensus_mean,criterion_selected_risk_consensus_max,weight_risk_consensus_max,criterion_selected_uncertainty_mean,weight_uncertainty_mean,criterion_selected_uncertainty_max,weight_uncertainty_max
NSGA-II,83,topsis,vector,0.16258389717212512,5,"{""criteria"": [0, 1, 3, 4, 7], ""method"": ""topsis"", ""normalization"": ""vector"", ""top_k_rate"": 0.1626, ""weights"": [0.2357, 0.0329, 0.0577, 0.6098, 0.064]}",0.25115796111490307,0.14970862563995802,0.5155353728489482,0.5894736842105264,0.16258389717212512,0.5555555555555556,0.7488420388850969,0.8310783107831078,0.34187890032045876,0.4844646271510517,0.850291374360042,0.991389913899139,0.2588587945616101,0.41052631578947363,0.9925813562617871,0.16258389717212512,0.5555555555555556,True,0.2356615680948135,True,0.03287809686924087,False,0.0,True,0.05765282214729237,True,0.6097820226530123,False,0.0,False,0.0,True,0.06402549023564094,False,0.0
NSGA-II,84,edas,vector,0.05966796066545824,4,"{""criteria"": [4, 6, 7, 8], ""method"": ""edas"", ""normalization"": ""vector"", ""top_k_rate"": 0.0597, ""weights"": [0.5727, 0.1966, 0.03, 0.2006]}",0.3710259484305626,0.27169456304079775,0.809495896834701,0.8251270027354435,0.05966796066545824,0.4444444444444444,0.6289740515694374,0.7262569832402235,0.1096306291111486,0.19050410316529895,0.7283054369592022,1.0,0.09581415266031475,0.1748729972645565,1.0,0.05966796066545824,0.4444444444444444,False,0.0,False,0.0,False,0.0,False,0.0,True,0.5727340984049747,False,0.0,True,0.19663862183342226,True,0.030013333912426752,True,0.20061394584917638
NSGA-II,85,topsis,minmax,0.19362397308602575,3,"{""criteria"": [0, 4, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1936, ""weights"": [0.2315, 0.7379, 0.0306]}",0.2645055692648509,0.2373428609816165,0.5182250396196514,0.5340519353258206,0.19362397308602575,0.3333333333333333,0.7354944307351491,0.7325301204819277,0.358913813459268,0.4817749603803486,0.7626571390183835,0.9820998278829605,0.3054276844020983,0.4659480646741794,0.9844138038446082,0.19362397308602575,0.3333333333333333,True,0.23149306017838397,False,0.0,False,0.0,False,0.0,True,0.737865059878384,False,0.0,False,0.0,True,0.030641879943232156,False,0.0
NSGA-II,86,topsis,minmax,0.12911757713209854,7,"{""criteria"": [0, 3, 4, 5, 6, 7, 8], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1291, ""weights"": [0.1205, 0.006, 0.4036, 0.1956, 0.2192, 0.0015, 0.0535]}",0.2258934764860131,0.09868459016104925,0.562420544113908,0.6570313885440681,0.12911757713209854,0.7777777777777778,0.7741065235139869,0.8884873515745999,0.2902681733850565,0.43757945588609204,0.9013154098389508,0.9984512132163139,0.20704421368161868,0.34296861145593194,0.9986155915028584,0.12911757713209854,0.7777777777777778,True,0.12051797857041885,False,0.0,False,0.0,True,0.0060082474777328875,True,0.40362407853465065,True,0.19563505917988075,True,0.21921896850941747,True,0.001450181530074949,True,0.053545486197824475
NSGA-II,87,topsis,minmax,0.12911757713209854,6,"{""criteria"": [0, 3, 4, 5, 6, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1291, ""weights"": [0.1481, 0.0312, 0.3447, 0.1938, 0.2804, 0.0018]}",0.20353655861856368,0.07610769443749299,0.5502161200101703,0.6586274162085477,0.12911757713209854,0.6666666666666666,0.7964634413814363,0.9132679401135777,0.29836397368864903,0.4497838799898297,0.923892305562507,0.9938048528652556,0.20608071940905684,0.34137258379145236,0.9947157891999749,0.12911757713209854,0.6666666666666666,True,0.1480790391213533,False,0.0,False,0.0,True,0.03117641279501788,True,0.34473972379925877,True,0.19383403303647317,True,0.2804101015100904,True,0.0017606897378065122,False,0.0
NSGA-II,88,topsis,vector,0.13307230038912762,3,"{""criteria"": [4, 7, 8], ""method"": ""topsis"", ""normalization"": ""vector"", ""top_k_rate"": 0.1331, ""weights"": [0.6615, 0.1293, 0.2092]}",0.40993225778777864,0.3491289984989795,0.6734384858044165,0.6552879950604216,0.13307230038912762,0.3333333333333333,0.5900677422122214,0.6482965931863728,0.2182492831843481,0.3265615141955836,0.6508710015010205,0.9789579158316634,0.2091853120650894,0.3447120049395784,0.9813524394185791,0.13307230038912762,0.3333333333333333,False,0.0,False,0.0,False,0.0,False,0.0,True,0.6614639687672899,False,0.0,False,0.0,True,0.12931448337587628,True,0.20922154785683383
NSGA-II,89,vikor,minmax,0.02129119202236939,4,"{""criteria"": [0, 3, 4, 7], ""method"": ""vikor"", ""normalization"": ""minmax"", ""top_k_rate"": 0.0213, ""weights"": [0.4899, 0.0069, 0.4942, 0.009]}",0.17936254258034234,0.0,0.8975836133781405,0.9337542697443328,0.02129119202236939,0.4444444444444444,0.8206374574196577,1.0,0.053972002023950076,0.1024163866218595,1.0,1.0,0.03425757413553153,0.06624573025566712,1.0,0.02129119202236939,0.4444444444444444,True,0.48993134131719945,False,0.0,False,0.0,True,0.006850996038768674,True,0.4942206105631802,False,0.0,False,0.0,True,0.008997052080851699,False,0.0
NSGA-II,90,vikor,vector,0.024870320376623706,3,"{""criteria"": [3, 4, 7], ""method"": ""vikor"", ""normalization"": ""vector"", ""top_k_rate"": 0.0249, ""weights"": [0.0139, 0.9694, 0.0167]}",0.359692604650949,0.13373815927011423,0.894336030461685,0.9230056613484303,0.024870320376623706,0.3333333333333333,0.640307395349051,0.8903743315508021,0.05616461460617305,0.10566396953831508,0.8662618407298858,1.0,0.04003853977090247,0.07699433865156974,1.0,0.024870320376623706,0.3333333333333333,False,0.0,False,0.0,False,0.0,True,0.01394773945577421,True,0.9693688107980393,False,0.0,False,0.0,True,0.016683449746186445,False,0.0
NSGA-II,91,topsis,minmax,0.09894699747731847,4,"{""criteria"": [1, 3, 4, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.0989, ""weights"": [0.0283, 0.6112, 0.1342, 0.2263]}",0.2679681906076823,0.1159614357743094,0.650930671702185,0.7284315536670978,0.09894699747731847,0.4444444444444444,0.7320318093923177,0.8713804713804714,0.2182492831843481,0.34906932829781495,0.8840385642256906,0.98989898989899,0.15737073118509795,0.2715684463329023,0.9912736297942301,0.09894699747731847,0.4444444444444444,False,0.0,True,0.028345643924034665,False,0.0,True,0.6111998277045092,True,0.1341638799077813,False,0.0,False,0.0,True,0.22629064846367486,False,0.0
NSGA-II,92,topsis,vector,0.05074693274414388,5,"{""criteria"": [0, 3, 4, 5, 8], ""method"": ""topsis"", ""normalization"": ""vector"", ""top_k_rate"": 0.0507, ""weights"": [0.1728, 0.0323, 0.4915, 0.2699, 0.0335]}",0.23268123649098005,0.011223735852173067,0.7752204453743835,0.8491537167178066,0.05074693274414388,0.5555555555555556,0.76731876350902,0.9868766404199475,0.12683420475628268,0.22477955462561652,0.9887762641478269,1.0,0.08157584841023445,0.1508462832821934,1.0,0.05074693274414388,0.5555555555555556,True,0.1728135689849187,False,0.0,False,0.0,True,0.03227992308509439,True,0.4915372288341094,True,0.26987713632208415,False,0.0,False,0.0,True,0.03349214277379343
NSGA-II,93,topsis,minmax,0.1427166507073351,5,"{""criteria"": [0, 3, 4, 6, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1427, ""weights"": [0.2323, 0.0121, 0.4749, 0.2672, 0.0135]}",0.21274407995329936,0.09231648338641063,0.5254027261462206,0.6298554258839923,0.1427166507073351,0.5555555555555556,0.7872559200467006,0.8944418496029892,0.3229886996120762,0.4745972738537794,0.9076835166135894,0.9925268566090611,0.22749170324376405,0.37014457411600765,0.9936134872167891,0.1427166507073351,0.5555555555555556,True,0.2322937109038617,False,0.0,False,0.0,True,0.012131101742208238,True,0.47488804133217016,False,0.0,True,0.2672143922659021,True,0.013472753755857728,False,0.0
NSGA-II,94,topsis,minmax,0.011467012520320554,3,"{""criteria"": [0, 4, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.0115, ""weights"": [0.2613, 0.7306, 0.0081]}",0.2552166101780332,0.0,0.9436158006884118,0.9638389572164406,0.011467012520320554,0.3333333333333333,0.7447833898219668,1.0,0.029009951087873166,0.056384199311588265,1.0,1.0,0.018413446097848195,0.03616104278355933,1.0,0.011467012520320554,0.3333333333333333,True,0.26131674765381924,False,0.0,False,0.0,False,0.0,True,0.7305758400366378,False,0.0,False,0.0,True,0.00810741230954301,False,0.0
NSGA-II,95,topsis,vector,0.1467235107368786,4,"{""criteria"": [3, 4, 6, 7], ""method"": ""topsis"", ""normalization"": ""vector"", ""top_k_rate"": 0.1467, ""weights"": [0.0273, 0.5762, 0.3532, 0.0432]}",0.3146403767389465,0.27686209322413,0.608610086100861,0.6198232542020448,0.1467235107368786,0.4444444444444444,0.6853596232610535,0.7228532485233985,0.26834204756282676,0.39138991389913896,0.72313790677587,0.9968196274420718,0.23487849266673805,0.3801767457979553,0.9973257103238378,0.1467235107368786,0.4444444444444444,False,0.0,False,0.0,False,0.0,True,0.027319983560679488,True,0.5762483196856267,False,0.0,True,0.3532177096354132,True,0.04321398711828044,False,0.0
NSGA-II,96,topsis,minmax,0.049426351617589404,3,"{""criteria"": [0, 4, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.0494, ""weights"": [0.3431, 0.5936, 0.0633]}",0.20989171126206385,0.010889936793702315,0.7802428421526009,0.8528215808787067,0.049426351617589404,0.3333333333333333,0.7901082887379361,0.9878706199460916,0.12362961713611065,0.2197571578473992,0.9891100632062977,1.0,0.07943475002676373,0.14717841912129326,1.0,0.049426351617589404,0.3333333333333333,True,0.3430961588998872,False,0.0,False,0.0,False,0.0,True,0.5935729018613647,False,0.0,False,0.0,True,0.06333093923874801,False,0.0
NSGA-II,97,topsis,vector,0.09172573241085992,4,"{""criteria"": [3, 4, 6, 7], ""method"": ""topsis"", ""normalization"": ""vector"", ""top_k_rate"": 0.0917, ""weights"": [0.2197, 0.5384, 0.2377, 0.0042]}",0.2690482947334524,0.08719822432440472,0.6613278576317592,0.7432117196976766,0.09172573241085992,0.4444444444444444,0.7309517052665476,0.8989825581395349,0.208635520323832,0.3386721423682409,0.9128017756755953,1.0,0.14730756878278556,0.25678828030232337,1.0,0.09172573241085992,0.4444444444444444,False,0.0,False,0.0,False,0.0,True,0.21974936707859533,True,0.538402603605157,False,0.0,True,0.237660511090404,True,0.004187518225843626,False,0.0
NSGA-II,98,topsis,minmax,0.19495716153292164,3,"{""criteria"": [0, 4, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.195, ""weights"": [0.5024, 0.4777, 0.0199]}",0.15763271739001483,0.10350717939752807,0.41653489948046085,0.5439426055763901,0.19495716153292164,0.3333333333333333,0.8423672826099852,0.8830769230769231,0.43565525383707204,0.5834651005195391,0.8964928206024719,0.9562393162393162,0.29943260892838025,0.45605739442361,0.9619623304117523,0.19495716153292164,0.3333333333333333,True,0.5023630039156086,False,0.0,False,0.0,False,0.0,True,0.4777473102064012,False,0.0,False,0.0,True,0.019889685877990334,False,0.0
NSGA-II,99,topsis,minmax,0.010436475842927749,4,"{""criteria"": [3, 4, 7, 8], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.0104, ""weights"": [0.0511, 0.7705, 0.048, 0.1304]}",0.3849231981333726,0.19903042411553418,0.9562931317778508,0.9669404085070541,0.010436475842927749,0.4444444444444444,0.6150768018666274,0.8471337579617835,0.02243211334120425,0.04370686822214919,0.8009695758844658,1.0,0.016807622310245157,0.033059591492945885,1.0,0.010436475842927749,0.4444444444444444,False,0.0,False,0.0,False,0.0,True,0.05108194880422869,True,0.7705226224325211,False,0.0,False,0.0,True,0.047955424215727786,True,0.1304400045475225
NSGA-III,0,cocoso,sum,0.038421295613246705,3,"{""criteria"": [1, 4, 7], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.0384, ""weights"": [0.0155, 0.8865, 0.098]}",0.37562462649076944,0.30566012551631905,0.8761143559790963,0.8836458963500706,0.038421295613246705,0.3333333333333333,0.6243753735092306,0.6984402079722704,0.06797099004891213,0.12388564402090378,0.694339874483681,1.0,0.06177068836313029,0.11635410364992942,1.0,0.038421295613246705,0.3333333333333333,False,0.0,True,0.01550071797581343,False,0.0,False,0.0,True,0.8865452189846426,False,0.0,False,0.0,True,0.09795406303954389,False,0.0
NSGA-III,1,cocoso,sum,0.14203869620873155,3,"{""criteria"": [1, 4, 6], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.142, ""weights"": [0.0028, 0.5261, 0.4711]}",0.26699334733188196,0.2309557606677518,0.6086848635235732,0.6290097629009763,0.14203869620873155,0.3333333333333333,0.733006652668118,0.7400281557954013,0.265980772474279,0.3913151364764268,0.7690442393322482,0.998592210229939,0.22781286800128467,0.37099023709902373,0.9988191473379497,0.14203869620873155,0.3333333333333333,False,0.0,True,0.0028421195196165656,False,0.0,False,0.0,True,0.5260970572392683,False,0.0,True,0.47106082324111515,False,0.0,False,0.0
NSGA-III,2,topsis,robust,0.010144749691477505,3,"{""criteria"": [0, 3, 7], ""method"": ""topsis"", ""normalization"": ""robust"", ""top_k_rate"": 0.0101, ""weights"": [0.9538, 0.0213, 0.0249]}",0.08853862623219289,0.0,0.9496876027622493,0.9677691173372657,0.010144749691477505,0.3333333333333333,0.9114613737678071,1.0,0.02580536346770113,0.05031239723775074,1.0,1.0,0.01637940263355101,0.032230882662734356,1.0,0.010144749691477505,0.3333333333333333,True,0.9537734259983274,False,0.0,False,0.0,True,0.02134412718916223,False,0.0,False,0.0,False,0.0,True,0.02488244681251044,False,0.0
NSGA-III,3,cocoso,robust,0.1957778620438987,3,"{""criteria"": [0, 1, 6], ""method"": ""cocoso"", ""normalization"": ""robust"", ""top_k_rate"": 0.1958, ""weights"": [0.6978, 0.0107, 0.2915]}",0.09360306925222628,0.046715276142914486,0.3728851793367923,0.5320084704349243,0.1957778620438987,0.3333333333333333,0.9063969307477737,0.9465440926115083,0.46888176758306627,0.6271148206632077,0.9532847238570855,0.9782090568607422,0.307568782785569,0.4679915295650757,0.9811369413447569,0.1957778620438987,0.3333333333333333,True,0.6978216736384827,True,0.0106864390896302,False,0.0,False,0.0,False,0.0,False,0.0,True,0.29149188727188713,False,0.0,False,0.0
NSGA-III,4,cocoso,robust,0.14013682628167012,5,"{""criteria"": [0, 3, 4, 5, 7], ""method"": ""cocoso"", ""normalization"": ""robust"", ""top_k_rate"": 0.1401, ""weights"": [0.4406, 0.0018, 0.5201, 0.0264, 0.0112]}",0.1763807292628864,0.07122090466962361,0.5193624704270949,0.6348859564799441,0.14013682628167012,0.5555555555555556,0.8236192707371136,0.9181731684110371,0.3255186372069489,0.480637529572905,0.9287790953303764,0.9938154138915318,0.22363772615351676,0.36511404352005594,0.9947367809640911,0.14013682628167012,0.5555555555555556,True,0.44057288778710774,False,0.0,False,0.0,True,0.0018095448970731134,True,0.5200500015921579,True,0.02636187310579595,False,0.0,True,0.011205692617865453,False,0.0
NSGA-III,5,cocoso,sum,0.1297687190294848,5,"{""criteria"": [0, 3, 4, 6, 7], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.1298, ""weights"": [0.2653, 0.0442, 0.4298, 0.229, 0.0316]}",0.1852977085807198,0.06826938443709019,0.5444388014220416,0.656094968107725,0.1297687190294848,0.5555555555555556,0.8147022914192802,0.9214175654853621,0.3025805363467701,0.45556119857795835,0.9317306155629098,0.9969183359013868,0.20779359811583342,0.343905031892275,0.997396536300229,0.1297687190294848,0.5555555555555556,True,0.26533936004324327,False,0.0,False,0.0,True,0.044206319044044276,True,0.42979651929418855,False,0.0,True,0.22901655932828982,True,0.031641242290233886,False,0.0
NSGA-III,6,cocoso,robust,0.17002850813174086,7,"{""criteria"": [0, 1, 2, 3, 5, 6, 7], ""method"": ""cocoso"", ""normalization"": ""robust"", ""top_k_rate"": 0.17, ""weights"": [0.5941, 0.0043, 0.025, 0.06, 0.0252, 0.2498, 0.0416]}",0.09399277822318064,0.03500432414201893,0.4224056603773585,0.5756811301715439,0.17002850813174086,0.7777777777777778,0.9060072217768194,0.960015680125441,0.4130544779895429,0.5775943396226415,0.9649956758579811,0.9890239121912975,0.2700995610748314,0.4243188698284561,0.9906071053082155,0.17002850813174086,0.7777777777777778,True,0.5941003922734828,True,0.004329712612238725,True,0.02504526837086205,True,0.0600084318693673,False,0.0,True,0.02515625785087819,True,0.24975061685985764,True,0.041609320163313396,False,0.0
NSGA-III,7,cocoso,sum,0.15595969091125667,3,"{""criteria"": [0, 1, 3], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.156, ""weights"": [0.8859, 0.0044, 0.1097]}",0.09071354004952914,0.025411831511229943,0.4502358205345266,0.6019176440373255,0.15595969091125667,0.3333333333333333,0.9092864599504709,0.9713675213675214,0.38336987687637036,0.5497641794654734,0.9745881684887701,0.9935897435897436,0.24890268707847127,0.3980823559626745,0.9945387547305654,0.15595969091125667,0.3333333333333333,True,0.8858962072971297,True,0.00438654251027378,False,0.0,True,0.10971725019259654,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0
NSGA-III,8,cocoso,minmax,0.08189568714565039,3,"{""criteria"": [0, 2, 7], ""method"": ""cocoso"", ""normalization"": ""minmax"", ""top_k_rate"": 0.0819, ""weights"": [0.9508, 0.0213, 0.0279]}",0.08873930494067528,0.0006870340591241808,0.6568873987147248,0.7674550614947966,0.08189568714565039,0.3333333333333333,0.9112606950593247,0.9991863303498779,0.2071175577669084,0.34311260128527526,0.9993129659408758,1.0,0.13157049566427578,0.2325449385052034,1.0,0.08189568714565039,0.3333333333333333,True,0.9508050929461286,False,0.0,True,0.021341632177820143,False,0.0,False,0.0,False,0.0,False,0.0,True,0.027853274876051354,False,0.0
NSGA-III,9,cocoso,robust,0.0774790308716367,3,"{""criteria"": [0, 3, 4], ""method"": ""cocoso"", ""normalization"": ""robust"", ""top_k_rate"": 0.0775, ""weights"": [0.3427, 0.0338, 0.6235]}",0.20382374424850302,0.01877119243596148,0.6793570219966159,0.7785605483625285,0.0774790308716367,0.3333333333333333,0.796176255751497,0.9776440240756664,0.1917692696913476,0.3206429780033841,0.9812288075640385,1.0,0.12450487099882239,0.22143945163747145,1.0,0.0774790308716367,0.3333333333333333,True,0.3426775094226566,False,0.0,False,0.0,True,0.03378761957052286,True,0.6235348710068206,False,0.0,False,0.0,False,0.0,False,0.0
NSGA-III,10,cocoso,sum,0.14078475965197199,5,"{""criteria"": [0, 1, 3, 5, 7], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.1408, ""weights"": [0.8842, 0.0149, 0.0063, 0.0904, 0.0042]}",0.08965908951734658,0.017679782359434904,0.48538738962815575,0.6325853488169039,0.14078475965197199,0.5555555555555556,0.9103409104826534,0.9796401515151515,0.3489627255861022,0.5146126103718442,0.9823202176405651,0.9962121212121212,0.2252435499411198,0.36741465118309613,0.9967938464644494,0.14078475965197199,0.5555555555555556,True,0.8841914004457083,True,0.014942477462010247,False,0.0,True,0.006332158118257698,False,0.0,True,0.09037809771415957,False,0.0,True,0.004155866259864292,False,0.0
NSGA-III,11,cocoso,robust,0.1168531627205063,3,"{""criteria"": [0, 1, 6], ""method"": ""cocoso"", ""normalization"": ""robust"", ""top_k_rate"": 0.1169, ""weights"": [0.9458, 0.0067, 0.0475]}",0.09071339358719055,0.005950590531602407,0.5467326217130956,0.6839733189111231,0.1168531627205063,0.3333333333333333,0.9092866064128095,0.9931545921277809,0.29364142351155337,0.45326737828690444,0.9940494094683976,1.0,0.18766727331120864,0.3160266810888769,1.0,0.1168531627205063,0.3333333333333333,True,0.9457650240495973,True,0.006725607916201108,False,0.0,False,0.0,False,0.0,False,0.0,True,0.047509368034201714,False,0.0,False,0.0
NSGA-III,12,cocoso,sum,0.03222547329395458,5,"{""criteria"": [0, 1, 3, 4, 7], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.0322, ""weights"": [0.2722, 0.0488, 0.0025, 0.6763, 0.0003]}",0.2174871733967968,0.001687270892582804,0.8493684702947139,0.9014758269720102,0.03222547329395458,0.5555555555555556,0.7825128266032032,0.9979338842975206,0.08146399055489964,0.15063152970528612,0.9983127291074172,1.0,0.05181458087999143,0.09852417302798981,1.0,0.03222547329395458,0.5555555555555556,True,0.27221783583140263,True,0.048760254632941404,False,0.0,True,0.002511616883426504,True,0.6762597240994694,False,0.0,False,0.0,True,0.000250568552759989,False,0.0
NSGA-III,13,topsis,robust,0.03435901878332096,7,"{""criteria"": [0, 1, 2, 3, 5, 6, 7], ""method"": ""topsis"", ""normalization"": ""robust"", ""top_k_rate"": 0.0344, ""weights"": [0.4865, 0.0024, 0.0219, 0.0547, 0.1941, 0.2294, 0.011]}",0.09604244933125394,0.0019149542273043663,0.8401861908456167,0.895302830475804,0.03435901878332096,0.7777777777777778,0.9039575506687461,0.998062015503876,0.08686119075729465,0.15981380915438323,0.9980850457726956,1.0,0.05524033829354459,0.104697169524196,1.0,0.03435901878332096,0.7777777777777778,True,0.4865224541690028,True,0.0024383913702175357,True,0.021881922710909576,True,0.0546648355583321,False,0.0,True,0.1941149456961229,True,0.229357658790814,True,0.011019791704601023,False,0.0
NSGA-III,14,cocoso,robust,0.14006254956098865,5,"{""criteria"": [0, 3, 4, 5, 7], ""method"": ""cocoso"", ""normalization"": ""robust"", ""top_k_rate"": 0.1401, ""weights"": [0.4384, 0.0018, 0.5174, 0.0312, 0.0111]}",0.17620711695975655,0.07161387346475356,0.5198007471980075,0.6350288411116938,0.14006254956098865,0.5555555555555556,0.8237928830402435,0.9176582579723941,0.3251813121942992,0.4801992528019925,0.9283861265352464,0.9938124702522608,0.22353067123434323,0.3649711588883063,0.9947340196492258,0.14006254956098865,0.5555555555555556,True,0.4383641233030815,False,0.0,False,0.0,True,0.001838475084642458,True,0.5174427872009045,True,0.031205100320508918,False,0.0,True,0.011149514090862638,False,0.0
NSGA-III,15,cocoso,sum,0.1716375397775843,4,"{""criteria"": [0, 1, 3, 5], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.1716, ""weights"": [0.9006, 0.0025, 0.0047, 0.0922]}",0.0892747343670448,0.03316191512950417,0.41745061147695195,0.572339711312521,0.1716375397775843,0.4444444444444444,0.9107252656329552,0.9619417475728156,0.41777702816663853,0.582549388523048,0.9668380848704958,0.9895145631067961,0.2727759340541698,0.42766028868747896,0.9909799072396941,0.1716375397775843,0.4444444444444444,True,0.900608683900411,True,0.002510582605286626,False,0.0,True,0.004725390888759079,False,0.0,True,0.09215534260554327,False,0.0,False,0.0,False,0.0
NSGA-III,16,cocoso,robust,0.18063949945265637,3,"{""criteria"": [0, 1, 4], ""method"": ""cocoso"", ""normalization"": ""robust"", ""top_k_rate"": 0.1806, ""weights"": [0.551, 0.0032, 0.4458]}",0.15306278962122788,0.09639483410176097,0.4411390207199908,0.5636876607750394,0.18063949945265637,0.3333333333333333,0.8469372103787721,0.8907749077490775,0.40715129026817337,0.5588609792800092,0.903605165898239,0.970110701107011,0.28144738250722623,0.43631233922496065,0.9741837466779923,0.18063949945265637,0.3333333333333333,True,0.5509920241315912,True,0.003233591236298939,False,0.0,False,0.0,True,0.44577438463210983,False,0.0,False,0.0,False,0.0,False,0.0
NSGA-III,17,cocoso,robust,0.034729773130020465,3,"{""criteria"": [1, 3, 4], ""method"": ""cocoso"", ""normalization"": ""robust"", ""top_k_rate"": 0.0347, ""weights"": [0.0238, 0.0909, 0.8853]}",0.3197545996022363,0.0017529146539676521,0.8387596899224806,0.8943419184749544,0.034729773130020465,0.3333333333333333,0.6802454003977637,0.9980806142034548,0.08770450328891888,0.1612403100775194,0.9982470853460323,1.0,0.05577561288941227,0.10565808152504563,1.0,0.034729773130020465,0.3333333333333333,False,0.0,True,0.023801810187822573,False,0.0,True,0.09088527730794509,True,0.8853129125042323,False,0.0,False,0.0,False,0.0,False,0.0
NSGA-III,18,cocoso,sum,0.11410777726886315,3,"{""criteria"": [0, 3, 7], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.1141, ""weights"": [0.3616, 0.6098, 0.0286]}",0.14415286097726066,0.09473057737590318,0.6003140950137418,0.6909436352121596,0.11410777726886315,0.3333333333333333,0.8558471390227393,0.8919392523364486,0.25754764715803674,0.3996859049862583,0.9052694226240968,0.9976635514018691,0.18284980194839953,0.3090563647878404,0.9978973473421905,0.11410777726886315,0.3333333333333333,True,0.36161951952515237,False,0.0,False,0.0,True,0.6097828703936968,False,0.0,False,0.0,False,0.0,True,0.028597610081150755,False,0.0
NSGA-III,19,cocoso,sum,0.19887702078604652,3,"{""criteria"": [0, 2, 3], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.1989, ""weights"": [0.5858, 0.0103, 0.4039]}",0.11070455839453708,0.08199759694652198,0.3916068222621185,0.52190847127556,0.19887702078604652,0.3333333333333333,0.8892954416054629,0.9088166275561516,0.4572440546466521,0.6083931777378815,0.918002403053478,0.9875963794837412,0.31538379188523713,0.4780915287244401,0.9891428350648805,0.19887702078604652,0.3333333333333333,True,0.5857666655834319,False,0.0,True,0.010321516904363611,True,0.4039118175122045,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0
NSGA-III,20,cocoso,sum,0.11708946134439384,7,"{""criteria"": [0, 1, 2, 3, 5, 6, 7], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.1171, ""weights"": [0.5944, 0.0091, 0.0244, 0.0031, 0.0857, 0.2802, 0.0032]}",0.09394694408644688,0.009849443637001132,0.5480093676814988,0.6833663723193368,0.11708946134439384,0.7777777777777778,0.9060530559135531,0.9886169607285145,0.292966773486254,0.4519906323185012,0.9901505563629989,1.0,0.1880954929879028,0.31663362768066317,1.0,0.11708946134439384,0.7777777777777778,True,0.5944061334271741,True,0.009118029274759966,True,0.024358036727759647,True,0.0030857180480842704,False,0.0,True,0.0856872047416465,True,0.2801638573190451,True,0.003181020461530452,False,0.0
NSGA-III,21,cocoso,robust,0.13648526084458876,3,"{""criteria"": [0, 1, 4], ""method"": ""cocoso"", ""normalization"": ""robust"", ""top_k_rate"": 0.1365, ""weights"": [0.369, 0.0033, 0.6277]}",0.20154365131768393,0.08230903962774294,0.5351635953365927,0.641935200632189,0.13648526084458876,0.3333333333333333,0.7984563486823161,0.9052734375,0.31270028672626077,0.4648364046634073,0.9176909603722571,0.99560546875,0.21828498019483994,0.35806479936781105,0.9962598113783108,0.13648526084458876,0.3333333333333333,True,0.3689665548924761,True,0.0033280210752714753,False,0.0,False,0.0,True,0.6277054240322524,False,0.0,False,0.0,False,0.0,False,0.0
