algorithm,solution_index,method,normalization,top_k_rate,selected_criteria_count,decision_signature,objective_ap_loss,objective_ndcg_loss,objective_f1_loss,objective_any_f1_loss,objective_review_burden,objective_complexity,primary_average_precision,primary_precision,primary_recall,primary_f1,primary_ndcg,any_precision,any_recall,any_f1,any_ndcg,review_burden,complexity,criterion_selected_p_cri_high,weight_p_cri_high,criterion_selected_p_proc_high,weight_p_proc_high,criterion_selected_p_buyer_concentration_high,weight_p_buyer_concentration_high,criterion_selected_p_single_bid,weight_p_single_bid,criterion_selected_p_no_call_for_tender,weight_p_no_call_for_tender,criterion_selected_risk_consensus_mean,weight_risk_consensus_mean,criterion_selected_risk_consensus_max,weight_risk_consensus_max,criterion_selected_uncertainty_mean,weight_uncertainty_mean,criterion_selected_uncertainty_max,weight_uncertainty_max,pareto_front,performance_score,compromise_distance,compromise_tolerance,compromise_rule,full_validation_primary_average_precision,full_validation_primary_precision,full_validation_primary_recall,full_validation_primary_f1,full_validation_primary_ndcg,full_validation_any_precision,full_validation_any_recall,full_validation_any_f1,full_validation_any_ndcg,full_validation_review_burden,full_validation_complexity,selected_top_k_count
R-NSGA-II,21,topsis,minmax,0.1993087067902656,3,"{""criteria"": [0, 1, 7], ""method"": ""topsis"", ""normalization"": ""minmax"", ""top_k_rate"": 0.1993, ""weights"": [0.8423, 0.1104, 0.0474]}",0.02610213603144418,0.004098013778574772,0.3324926439680539,0.518865076969514,0.1993087067902656,0.3333333333333333,0.9738978639685558,0.995819397993311,0.5020021074815595,0.6675073560319461,0.9959019862214252,0.9995819397993311,0.3168146283291374,0.48113492303048605,0.9996353904442262,0.1993087067902656,0.3333333333333333,True,0.8422740747138133,True,0.11035061386150277,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,True,0.047375311424684,False,0.0,0.0,0.7796105323131034,,0.99,near optimal performance then minimum complexity and burden,0.974596498994384,0.9972126212509755,0.5047973811942658,0.6702889047101586,0.9973910421681517,0.9993310291002342,0.3196390998894476,0.4843555795730884,0.9993725614105093,0.1993087067902656,0.3333333333333333,8969
