algorithm,solution_index,method,normalization,top_k_rate,selected_criteria_count,decision_signature,objective_ap_loss,objective_ndcg_loss,objective_f1_loss,objective_any_f1_loss,objective_review_burden,objective_complexity,primary_average_precision,primary_precision,primary_recall,primary_f1,primary_ndcg,any_precision,any_recall,any_f1,any_ndcg,review_burden,complexity,criterion_selected_p_cri_high,weight_p_cri_high,criterion_selected_p_proc_high,weight_p_proc_high,criterion_selected_p_buyer_concentration_high,weight_p_buyer_concentration_high,criterion_selected_p_single_bid,weight_p_single_bid,criterion_selected_p_no_call_for_tender,weight_p_no_call_for_tender,criterion_selected_risk_consensus_mean,weight_risk_consensus_mean,criterion_selected_risk_consensus_max,weight_risk_consensus_max,criterion_selected_uncertainty_mean,weight_uncertainty_mean,criterion_selected_uncertainty_max,weight_uncertainty_max,pareto_front,selector,selector_metadata,test_primary_average_precision,test_primary_precision,test_primary_recall,test_primary_f1,test_primary_ndcg,test_any_precision,test_any_recall,test_any_f1,test_any_ndcg,test_review_burden,test_complexity,test_selected_top_k_count,val_selected_top_k_count
NSGA-III,11,cocoso,robust,0.1168531627205063,3,"{""criteria"": [0, 1, 6], ""method"": ""cocoso"", ""normalization"": ""robust"", ""top_k_rate"": 0.1169, ""weights"": [0.9458, 0.0067, 0.0475]}",0.09071339358719055,0.005950590531602407,0.5467326217130956,0.6839733189111231,0.1168531627205063,0.3333333333333333,0.9092866064128095,0.9931545921277809,0.29364142351155337,0.45326737828690444,0.9940494094683976,1.0,0.18766727331120864,0.3160266810888769,1.0,0.1168531627205063,0.3333333333333333,True,0.9457650240495973,True,0.006725607916201108,False,0.0,False,0.0,False,0.0,False,0.0,True,0.047509368034201714,False,0.0,False,0.0,0.0,knee,"{""selector"": ""knee point minimum distance to ideal"", ""objective_columns"": [""objective_ap_loss"", ""objective_ndcg_loss"", ""objective_f1_loss"", ""objective_any_f1_loss"", ""objective_review_burden"", ""objective_complexity""], ""distance_to_ideal"": 0.7360640084339027}",0.8978373637295094,0.9893048128342246,0.2927215189873418,0.45177045177045183,0.9905090592079886,0.9982887700534759,0.1861439055520102,0.31377954079402964,0.998466743514299,0.1168531627205063,0.3333333333333333,4675,1753.0
NSGA-III,20,cocoso,sum,0.11708946134439384,7,"{""criteria"": [0, 1, 2, 3, 5, 6, 7], ""method"": ""cocoso"", ""normalization"": ""sum"", ""top_k_rate"": 0.1171, ""weights"": [0.5944, 0.0091, 0.0244, 0.0031, 0.0857, 0.2802, 0.0032]}",0.09394694408644688,0.009849443637001132,0.5480093676814988,0.6833663723193368,0.11708946134439384,0.7777777777777778,0.9060530559135531,0.9886169607285145,0.292966773486254,0.4519906323185012,0.9901505563629989,1.0,0.1880954929879028,0.31663362768066317,1.0,0.11708946134439384,0.7777777777777778,True,0.5944061334271741,True,0.009118029274759966,True,0.024358036727759647,True,0.0030857180480842704,False,0.0,True,0.0856872047416465,True,0.2801638573190451,True,0.003181020461530452,False,0.0,0.0,pseudo_weights,"{""selector"": ""pseudo weights L2 to target"", ""objective_columns"": [""objective_ap_loss"", ""objective_ndcg_loss"", ""objective_f1_loss"", ""objective_any_f1_loss"", ""objective_review_burden"", ""objective_complexity""], ""target_weights"": [0.3, 0.2, 0.2, 0.15, 0.1, 0.05], ""distance_to_target"": 0.07451300389005154}",0.8938455650251643,0.9861229718189581,0.2923417721518987,0.45098613552040606,0.9877140614235197,0.9982920580700256,0.18650287172941926,0.3142895550477215,0.9984404886064909,0.11708946134439384,0.7777777777777778,4684,
